,relation,node_idx,node_idx_dst
17152,5,7957,29831
17153,5,7957,51735
17154,5,7957,56046
17155,5,7957,31704
17156,5,7957,50888
17157,5,7957,23468
17158,5,7957,7037
17159,5,7957,3685
17160,5,7957,24709
17161,5,7957,59951
17162,5,7957,2007
17163,5,7957,61367
17164,5,7957,26322
17165,5,7957,35562
17166,5,7957,1960
17167,5,7957,3002
17168,5,7957,55996
17169,5,7957,18816
17170,5,7957,25095
17171,5,7957,6943
17172,5,7957,53401
17173,5,7957,6954
17174,5,7957,13385
17175,5,7957,144
17176,5,7957,7978
17177,5,7957,52867
17178,5,7957,44156
17179,5,7957,18495
17180,5,7957,36954
17181,5,7957,33822
17182,5,7957,52334
17183,5,7957,59753
17184,5,7957,39614
17185,5,7957,23894
17186,5,7957,37349
17187,5,7957,41747
17188,5,7957,60967
17189,5,7957,41046
17190,5,7957,61151
17191,5,7957,55584
17192,5,7957,33420
17193,5,7957,54173
17194,5,7957,3771
17195,5,7957,8167
17196,5,7957,61194
17197,5,7957,46627
17198,5,7957,35292
17199,5,7957,26536
17200,5,7957,61316
17201,5,7957,9495
17202,5,7957,11263
17203,5,7957,54938
17204,5,7957,4882
17205,5,7957,51054
17206,5,7957,24538
17207,5,7957,41600
17208,5,7957,60004
17209,5,7957,47946
17210,5,7957,28392
17211,5,7957,43849
17212,5,7957,37365
17213,5,7957,14487
17214,5,7957,33748
17215,5,7957,24438
17216,5,7957,6599
17217,5,7957,46872
17218,5,7957,49491
17219,5,7957,61353
17220,5,7957,57274
17221,5,7957,38197
17222,5,7957,10082
17223,5,7957,61172
17224,5,7957,14190
17225,5,7957,38714
17226,5,7957,18075
17227,5,7957,46032
17228,5,7957,60178
17229,5,7957,5600
17230,5,7957,2435
17231,5,7957,37487
17232,5,7957,37484
17233,5,7957,58613
17234,5,7957,39707
17235,5,7957,25230
17236,5,7957,58244
17237,5,7957,32573
17238,5,7957,18239
17239,5,7957,10065
17240,5,7957,45299
17241,5,7957,37577
17242,5,7957,55958
17243,5,7957,7723
17244,5,7957,31539
17245,5,7957,39876
17246,5,7957,43210
17247,5,7957,2910
17248,5,7957,32215
17249,5,7957,7296
17250,5,7957,14506
17251,5,7957,36172
17252,5,7957,42792
17253,5,7957,11872
17254,5,7957,50916
17255,5,7957,35636
17256,5,7957,32228
17257,5,7957,37178
17258,5,7957,26852
17259,5,7957,39505
17260,5,7957,7858
17261,5,7957,34237
17262,5,7957,40767
17263,5,7957,39718
17264,5,7957,50218
17265,5,7957,55404
17266,5,7957,33874
17267,5,7957,54257
17268,5,7957,50424
17269,5,7957,22751
17270,5,7957,16943
17271,5,7957,14072
17272,5,7957,28530
17273,5,7957,43783
17274,5,7957,24194
17275,5,7957,4191
17276,5,7957,35248
17277,5,7957,28111
17278,5,7957,4395
17279,5,7957,25754
17280,5,7957,41432
17281,5,7957,38095
17282,5,7957,37384
17283,5,7957,10683
17284,5,7957,27194
17285,5,7957,3015
17286,5,7957,39618
17287,5,7957,53308
17288,5,7957,8833
17289,5,7957,53552
17290,5,7957,40818
17291,5,7957,397
17292,5,7957,29425
17293,5,7957,29617
17294,5,7957,25417
17295,5,7957,3799
17296,5,7957,33952
17297,5,7957,39623
17298,5,7957,44173
17299,5,7957,41551
17300,5,7957,60469
17301,5,7957,48558
17302,5,7957,40713
17303,5,7957,9309
17304,5,7957,6488
17305,5,7957,50465
17306,5,7957,24301
17307,5,7957,18648
17308,5,7957,12437
17309,5,7957,5107
17310,5,7957,35999
17311,5,7957,36528
17312,5,7957,13244
17313,5,7957,42359
17314,5,7957,28090
17315,5,7957,6402
17316,5,7957,42258
17317,5,7957,44247
17318,5,7957,57196
17319,5,7957,53355
17320,5,7957,57964
17321,5,7957,41530
17322,5,7957,39394
17323,5,7957,57
17324,5,7957,29135
17325,5,7957,43811
17326,5,7957,10362
17327,5,7957,43893
17328,5,7957,38039
17329,5,7957,45499
17330,5,7957,37240
17331,5,7957,30569
17332,5,7957,15609
17333,5,7957,37158
17334,5,7957,42196
17335,5,7957,28472
17336,5,7957,13789
17337,5,7957,17420
17338,5,7957,3520
17339,5,7957,30528
17340,5,7957,44577
17341,5,7957,38274
17342,5,7957,34111
17343,5,7957,28675
17344,5,7957,22833
17345,5,7957,56228
17346,5,7957,21819
17347,5,7957,7850
17348,5,7957,47750
17349,5,7957,55158
17350,5,7957,2201
17351,5,7957,34886
17352,5,7957,6122
17353,5,7957,15069
17354,5,7957,10326
17355,5,7957,49626
17356,5,7957,14310
17357,5,7957,51896
17358,5,7957,46895
17359,5,7957,53422
17360,5,7957,14441
17361,5,7957,26664
17362,5,7957,51369
17363,5,7957,10834
17364,5,7957,7761
17365,5,7957,8735
17366,5,7957,55652
17367,5,7957,1972
17368,5,7957,14162
17369,5,7957,61963
17370,5,7957,34032
17371,5,7957,27275
17372,5,7957,40755
17373,5,7957,18806
17374,5,7957,32083
17375,5,7957,40190
17376,5,7957,16050
17377,5,7957,47544
17378,5,7957,24745
17379,5,7957,27264
17380,5,7957,54974
17381,5,7957,52135
17382,5,7957,46666
17383,5,7957,8381
17384,5,7957,18833
17385,5,7957,58165
17386,5,7957,40962
17387,5,7957,49647
17388,5,7957,56604
17389,5,7957,28745
17390,5,7957,62149
17391,5,7957,57696
17392,5,7957,58718
17393,5,7957,22266
17394,5,7957,58903
17395,5,7957,9522
17396,5,7957,540
17397,5,7957,33763
17398,5,7957,54209
17399,5,7957,58538
17400,5,7957,55678
17401,5,7957,28135
17402,5,7957,22104
17403,5,7958,11972
17404,5,7973,8632
17405,5,7975,52199
17406,5,7976,11369
17407,5,7978,7957
17408,5,7979,55047
17409,5,7981,55047
17410,5,7987,59898
17411,5,7987,57804
17412,5,7988,52199
17413,5,7990,7957
17414,5,7990,7957
17415,5,7992,44200
17416,5,7994,6752
17417,5,7995,35605
17418,5,7997,35605
17419,5,8000,8632
17420,5,8002,8632
17421,5,8007,11369
17422,5,8017,11972
17423,5,8022,35605
17424,5,8023,31532
17425,5,8027,35605
17426,5,8031,17727
17427,5,8034,13748
17428,5,8038,35227
17429,5,8044,47002
17430,5,8046,8632
17431,5,8048,4091
17432,5,8049,4091
17433,5,8053,47002
17434,5,8057,47002
17435,5,8058,57165
17436,5,8060,46877
17437,5,8060,46877
17438,5,8068,8632
17439,5,8069,52866
17440,5,8069,52866
17441,5,8069,25958
17442,5,8069,25958
17443,5,8075,35605
17444,5,8076,35605
17445,5,8082,35605
17446,5,8084,52866
17447,5,8085,11369
17448,5,8089,6059
17449,5,8091,57804
17450,5,8094,52866
17451,5,8095,35605
17452,5,8095,35605
17453,5,8096,47002
17454,5,8116,35605
17455,5,8130,35227
17456,5,8131,17727
17457,5,8134,27137
17458,5,8137,27137
17459,5,8158,44200
17460,5,8167,7957
17461,5,8172,59898
17462,5,8182,6752
17463,5,8189,3907
17464,5,8189,52866
17465,5,8192,6752
17466,5,8197,31532
17467,5,8200,7957
17468,5,8205,47002
17469,5,8206,35227
17470,5,8208,8632
17471,5,8209,27137
17472,5,8213,8632
17473,5,8217,55047
17474,5,8218,28955
17475,5,8224,47002
17476,5,8229,7957
17477,5,8231,59898
17478,5,8235,47002
17479,5,8246,11369
17480,5,8247,25958
17481,5,8249,11972
17482,5,8259,13748
17483,5,8264,35605
17484,5,8267,8632
17485,5,8269,4091
17486,5,8270,35605
17487,5,8275,25958
17488,5,8275,5376
17489,5,8277,52866
17490,5,8279,17727
17491,5,8283,11972
17492,5,8287,35605
17493,5,8290,52866
17494,5,8291,35227
17495,5,8293,7957
17496,5,8294,11369
17497,5,8297,31532
17498,5,8298,55047
17499,5,8300,8632
17500,5,8304,55047
17501,5,8310,35605
17502,5,8315,11972
17503,5,8316,8632
17504,5,8324,8632
17505,5,8333,59898
17506,5,8334,47002
17507,5,8336,4091
17508,5,8336,4091
17509,5,8340,31532
17510,5,8345,11369
17511,5,8347,8632
17512,5,8350,52866
17513,5,8361,52866
17514,5,8363,11369
17515,5,8363,11369
17516,5,8364,11369
17517,5,8369,55047
17518,5,8370,57804
17519,5,8377,6633
17520,5,8377,54552
17521,5,8377,54552
17522,5,8379,57804
17523,5,8379,55047
17524,5,8386,8632
17525,5,8387,13748
17526,5,8389,35605
17527,5,8389,35605
17528,5,8398,52866
17529,5,8403,55047
17530,5,8404,31532
17531,5,8421,17727
17532,5,8424,8632
17533,5,8425,6752
17534,5,8425,6752
17535,5,8427,6752
17536,5,8433,52199
17537,5,8433,52199
17538,5,8449,31532
17539,5,8458,46748
17540,5,8461,59898
17541,5,8461,59898
17542,5,8478,25958
17543,5,8478,46877
17544,5,8478,59898
17545,5,8483,13748
17546,5,8485,8632
17547,5,8486,35605
17548,5,8487,7957
17549,5,8488,57804
17550,5,8492,17727
17551,5,8495,4091
17552,5,8498,27137
17553,5,8499,6752
17554,5,8500,17727
17555,5,8500,47002
17556,5,8502,52199
17557,5,8503,59898
17558,5,8510,35605
17559,5,8513,7957
17560,5,8520,59898
17561,5,8528,52866
17562,5,8530,34811
17563,5,8530,17803
17564,5,8536,7957
17565,5,8542,13748
17566,5,8544,35605
17567,5,8547,52866
17568,5,8547,52866
17569,5,8547,52866
17570,5,8547,52866
17571,5,8547,52866
17572,5,8547,52866
17573,5,8547,52866
17574,5,8548,43585
17575,5,8548,43585
17576,5,8548,3004
17577,5,8548,57978
17578,5,8548,57978
17579,5,8548,14980
17580,5,8548,42884
17581,5,8552,7957
17582,5,8555,35605
17583,5,8559,52866
17584,5,8562,59898
17585,5,8566,55047
17586,5,8571,8632
17587,5,8577,614
17588,5,8577,28450
17589,5,8577,6752
17590,5,8577,6752
17591,5,8577,10463
17592,5,8580,11369
17593,5,8586,44200
17594,5,8586,57804
17595,5,8586,57804
17596,5,8586,11514
17597,5,8588,17727
17598,5,8588,55047
17599,5,8591,52866
17600,5,8591,52866
17601,5,8599,31532
17602,5,8601,4091
17603,5,8606,35605
17604,5,8607,17727
17605,5,8608,52866
17606,5,8612,11369
17607,5,8616,17727
17608,5,8622,35605
17609,5,8624,25958
17610,5,8628,35605
17611,5,8632,25305
17612,5,8632,2401
17613,5,8632,18228
17614,5,8632,28320
17615,5,8632,25369
17616,5,8632,23295
17617,5,8632,23111
17618,5,8632,56779
17619,5,8632,27373
17620,5,8632,6629
17621,5,8632,2072
17622,5,8632,13453
17623,5,8632,15412
17624,5,8632,8882
17625,5,8632,37832
17626,5,8632,42432
17627,5,8632,8260
17628,5,8632,47324
17629,5,8632,17678
17630,5,8632,39913
17631,5,8632,54018
17632,5,8632,2429
17633,5,8632,14930
17634,5,8632,17842
17635,5,8632,9
17636,5,8632,51065
17637,5,8632,20072
17638,5,8632,25229
17639,5,8632,3828
17640,5,8632,17487
17641,5,8632,13552
17642,5,8632,26856
17643,5,8632,44253
17644,5,8632,29844
17645,5,8632,17164
17646,5,8632,2795
17647,5,8632,7636
17648,5,8632,11501
17649,5,8632,31577
17650,5,8632,30571
17651,5,8632,44543
17652,5,8632,57392
17653,5,8632,46716
17654,5,8632,15473
17655,5,8632,38391
17656,5,8632,8010
17657,5,8632,57333
17658,5,8632,61666
17659,5,8632,14572
17660,5,8632,52517
17661,5,8632,61845
17662,5,8632,57765
17663,5,8632,11178
17664,5,8632,61576
17665,5,8632,15133
17666,5,8632,54759
17667,5,8632,48186
17668,5,8632,47769
17669,5,8632,6159
17670,5,8632,9028
17671,5,8632,32961
17672,5,8632,42601
17673,5,8632,4789
17674,5,8632,18677
17675,5,8632,57654
17676,5,8632,47695
17677,5,8632,30926
17678,5,8632,35583
17679,5,8632,52593
17680,5,8632,17940
17681,5,8632,24229
17682,5,8632,10826
17683,5,8632,58781
17684,5,8632,55444
17685,5,8632,52023
17686,5,8632,41076
17687,5,8632,32693
17688,5,8632,52573
17689,5,8632,47769
17690,5,8632,385
17691,5,8632,35556
17692,5,8632,1664
17693,5,8632,11143
17694,5,8632,1879
17695,5,8632,6709
17696,5,8632,5110
17697,5,8632,16538
17698,5,8632,56658
17699,5,8632,9287
17700,5,8632,30476
17701,5,8632,46097
17702,5,8632,37006
17703,5,8632,44873
17704,5,8632,16488
17705,5,8632,3739
17706,5,8632,32608
17707,5,8632,34165
17708,5,8632,56515
17709,5,8632,16686
17710,5,8632,1158
17711,5,8632,52350
17712,5,8632,17730
17713,5,8632,36796
17714,5,8632,6143
17715,5,8632,45003
17716,5,8632,12172
17717,5,8632,16342
17718,5,8632,31380
17719,5,8632,47048
17720,5,8632,28436
17721,5,8632,38192
17722,5,8632,34194
17723,5,8632,20768
17724,5,8632,49590
17725,5,8632,29344
17726,5,8632,25150
17727,5,8632,7552
17728,5,8632,25253
17729,5,8632,14647
17730,5,8632,14678
17731,5,8632,52146
17732,5,8632,13371
17733,5,8632,56118
17734,5,8632,59886
17735,5,8632,14670
17736,5,8632,12637
17737,5,8632,55944
17738,5,8632,21251
17739,5,8632,33080
17740,5,8632,19261
17741,5,8632,2026
17742,5,8632,60646
17743,5,8632,37985
17744,5,8632,20876
17745,5,8632,8791
17746,5,8632,36188
17747,5,8632,5430
17748,5,8632,52184
17749,5,8632,16474
17750,5,8632,30289
17751,5,8632,22533
17752,5,8632,47486
17753,5,8632,9597
17754,5,8632,18951
17755,5,8632,42219
17756,5,8632,2172
17757,5,8632,8534
17758,5,8632,26617
17759,5,8632,33552
17760,5,8632,43571
17761,5,8632,23328
17762,5,8632,39448
17763,5,8632,36672
17764,5,8632,36541
17765,5,8632,47413
17766,5,8632,54192
17767,5,8632,29004
17768,5,8632,5701
17769,5,8632,13586
17770,5,8632,53466
17771,5,8632,52836
17772,5,8632,9428
17773,5,8632,38225
17774,5,8632,36483
17775,5,8632,17092
17776,5,8632,3487
17777,5,8632,31155
17778,5,8632,18235
17779,5,8632,2256
17780,5,8632,56128
17781,5,8632,58355
17782,5,8632,10687
17783,5,8632,8944
17784,5,8632,4818
17785,5,8632,61631
17786,5,8632,49101
17787,5,8632,10030
17788,5,8632,2624
17789,5,8632,13182
17790,5,8632,1841
17791,5,8632,48849
17792,5,8632,13818
17793,5,8632,57577
17794,5,8632,40434
17795,5,8632,57668
17796,5,8632,31391
17797,5,8632,52012
17798,5,8632,37262
17799,5,8632,32089
17800,5,8632,57930
17801,5,8632,37141
17802,5,8632,5248
17803,5,8632,12427
17804,5,8632,5880
17805,5,8632,2516
17806,5,8632,42647
17807,5,8632,24352
17808,5,8632,437
17809,5,8632,15205
17810,5,8632,16458
17811,5,8632,34443
17812,5,8632,3185
17813,5,8632,41925
17814,5,8632,34466
17815,5,8632,60660
17816,5,8632,47260
17817,5,8632,2673
17818,5,8632,35455
17819,5,8632,48905
17820,5,8632,10966
17821,5,8632,29165
17822,5,8632,61806
17823,5,8632,43376
17824,5,8632,49991
17825,5,8632,50316
17826,5,8632,5138
17827,5,8632,26757
17828,5,8632,21219
17829,5,8632,43669
17830,5,8632,10560
17831,5,8632,9056
17832,5,8632,24839
17833,5,8632,15592
17834,5,8632,8800
17835,5,8632,51077
17836,5,8632,46415
17837,5,8632,25237
17838,5,8632,25454
17839,5,8632,24503
17840,5,8632,32095
17841,5,8632,24738
17842,5,8632,41852
17843,5,8632,53554
17844,5,8632,40944
17845,5,8632,35783
17846,5,8632,57163
17847,5,8632,23042
17848,5,8632,632
17849,5,8632,18855
17850,5,8632,53606
17851,5,8632,45507
17852,5,8632,6341
17853,5,8632,50858
17854,5,8632,32763
17855,5,8632,33140
17856,5,8632,8135
17857,5,8632,24109
17858,5,8632,9194
17859,5,8632,34695
17860,5,8632,1734
17861,5,8632,40606
17862,5,8632,39593
17863,5,8632,39508
17864,5,8632,38937
17865,5,8632,16422
17866,5,8632,47495
17867,5,8632,10024
17868,5,8632,27026
17869,5,8632,53565
17870,5,8632,14915
17871,5,8632,59696
17872,5,8632,36841
17873,5,8632,35405
17874,5,8632,22386
17875,5,8632,51457
17876,5,8632,519
17877,5,8632,58160
17878,5,8632,13822
17879,5,8632,26917
17880,5,8632,57993
17881,5,8632,46045
17882,5,8632,41355
17883,5,8632,779
17884,5,8632,5068
17885,5,8632,51682
17886,5,8632,37866
17887,5,8632,5504
17888,5,8632,3497
17889,5,8632,31982
17890,5,8632,55772
17891,5,8632,21771
17892,5,8632,5120
17893,5,8632,59705
17894,5,8632,7280
17895,5,8632,34070
17896,5,8632,53620
17897,5,8632,38072
17898,5,8632,61672
17899,5,8632,52351
17900,5,8632,21153
17901,5,8632,3969
17902,5,8632,17397
17903,5,8632,51082
17904,5,8632,2078
17905,5,8632,2526
17906,5,8632,57644
17907,5,8632,4186
17908,5,8632,46016
17909,5,8632,60419
17910,5,8632,35219
17911,5,8632,38721
17912,5,8632,44908
17913,5,8632,6796
17914,5,8632,35152
17915,5,8632,60533
17916,5,8632,9622
17917,5,8632,56354
17918,5,8632,44183
17919,5,8632,56624
17920,5,8632,6249
17921,5,8632,55489
17922,5,8632,59976
17923,5,8632,36203
17924,5,8632,5388
17925,5,8632,41071
17926,5,8632,59253
17927,5,8632,29554
17928,5,8632,7783
17929,5,8632,16017
17930,5,8632,11478
17931,5,8632,19774
17932,5,8632,23697
17933,5,8632,41237
17934,5,8632,16317
17935,5,8632,41444
17936,5,8632,53399
17937,5,8632,37302
17938,5,8632,58496
17939,5,8632,38028
17940,5,8632,36079
17941,5,8632,45855
17942,5,8632,11284
17943,5,8632,23999
17944,5,8632,21783
17945,5,8632,21678
17946,5,8632,10426
17947,5,8632,1569
17948,5,8632,61126
17949,5,8632,46481
17950,5,8632,44883
17951,5,8632,36396
17952,5,8632,9546
17953,5,8632,60767
17954,5,8632,34506
17955,5,8632,26995
17956,5,8632,25834
17957,5,8632,31650
17958,5,8632,20688
17959,5,8632,18150
17960,5,8632,9479
17961,5,8632,59851
17962,5,8632,43743
17963,5,8632,16109
17964,5,8632,41033
17965,5,8632,50655
17966,5,8632,24298
17967,5,8632,37663
17968,5,8632,14390
17969,5,8632,26137
17970,5,8632,2764
17971,5,8632,51101
17972,5,8632,3289
17973,5,8632,45947
17974,5,8632,2137
17975,5,8632,26131
17976,5,8632,45097
17977,5,8632,47289
17978,5,8632,59348
17979,5,8632,17953
17980,5,8632,38685
17981,5,8632,33592
17982,5,8632,56932
17983,5,8632,44966
17984,5,8632,56686
17985,5,8632,24191
17986,5,8632,35797
17987,5,8632,8324
17988,5,8632,57462
17989,5,8632,35007
17990,5,8632,41863
17991,5,8632,15631
17992,5,8632,51174
17993,5,8632,45512
17994,5,8632,53531
17995,5,8632,9870
17996,5,8632,39459
17997,5,8632,11269
17998,5,8632,23609
17999,5,8632,28699
18000,5,8632,17668
18001,5,8632,2238
18002,5,8632,26078
18003,5,8632,48814
18004,5,8632,20749
18005,5,8632,52021
18006,5,8632,27940
18007,5,8632,28598
18008,5,8632,29120
18009,5,8632,23817
18010,5,8632,59212
18011,5,8632,18731
18012,5,8632,2612
18013,5,8632,38985
18014,5,8632,28247
18015,5,8632,54039
18016,5,8632,27907
18017,5,8632,11370
18018,5,8632,10922
18019,5,8632,12931
18020,5,8632,32780
18021,5,8632,12503
18022,5,8632,33953
18023,5,8632,44049
18024,5,8632,23485
18025,5,8632,5597
18026,5,8632,61318
18027,5,8632,10246
18028,5,8632,56147
18029,5,8632,10275
18030,5,8632,35621
18031,5,8632,35451
18032,5,8632,14877
18033,5,8632,25784
18034,5,8632,58238
18035,5,8632,43268
18036,5,8632,53459
18037,5,8632,4978
18038,5,8632,14941
18039,5,8632,1944
18040,5,8632,33039
18041,5,8632,9253
18042,5,8632,10015
18043,5,8632,31625
18044,5,8632,18563
18045,5,8632,23788
18046,5,8632,52600
18047,5,8632,47814
18048,5,8632,38281
18049,5,8632,20450
18050,5,8632,12441
18051,5,8632,44748
18052,5,8632,47986
18053,5,8632,24227
18054,5,8632,14629
18055,5,8632,11399
18056,5,8632,38851
18057,5,8632,5875
18058,5,8632,35174
18059,5,8632,45770
18060,5,8632,54142
18061,5,8632,40603
18062,5,8632,61880
18063,5,8632,10892
18064,5,8632,53163
18065,5,8632,19240
18066,5,8632,20188
18067,5,8632,56200
18068,5,8632,33690
18069,5,8632,35741
18070,5,8632,40287
18071,5,8632,12581
18072,5,8632,23713
18073,5,8632,58167
18074,5,8632,59321
18075,5,8632,42903
18076,5,8632,1641
18077,5,8632,27997
18078,5,8632,56389
18079,5,8632,25169
18080,5,8632,19919
18081,5,8632,27476
18082,5,8632,38519
18083,5,8632,60969
18084,5,8632,34416
18085,5,8632,7364
18086,5,8632,54970
18087,5,8632,51788
18088,5,8632,8386
18089,5,8632,5649
18090,5,8632,30261
18091,5,8632,11595
18092,5,8632,17744
18093,5,8632,9398
18094,5,8632,61544
18095,5,8632,957
18096,5,8632,40928
18097,5,8632,41695
18098,5,8632,25308
18099,5,8632,22477
18100,5,8632,37566
18101,5,8632,33905
18102,5,8632,35336
18103,5,8632,56067
18104,5,8632,57063
18105,5,8632,42335
18106,5,8632,16808
18107,5,8632,34269
18108,5,8632,344
18109,5,8632,58830
18110,5,8632,5324
18111,5,8632,11034
18112,5,8632,24516
18113,5,8632,52631
18114,5,8632,46249
18115,5,8632,1149
18116,5,8632,31810
18117,5,8632,42049
18118,5,8632,10047
18119,5,8632,17424
18120,5,8632,16966
18121,5,8632,56981
18122,5,8632,29964
18123,5,8632,22189
18124,5,8632,47949
18125,5,8632,50195
18126,5,8632,53286
18127,5,8632,18729
18128,5,8632,46561
18129,5,8632,60723
18130,5,8632,1536
18131,5,8632,37133
18132,5,8632,43866
18133,5,8632,22218
18134,5,8632,13502
18135,5,8632,10125
18136,5,8632,18273
18137,5,8632,1060
18138,5,8632,35531
18139,5,8632,37327
18140,5,8632,25041
18141,5,8632,3779
18142,5,8632,35432
18143,5,8632,51530
18144,5,8632,32409
18145,5,8632,8267
18146,5,8632,45454
18147,5,8632,15347
18148,5,8632,18496
18149,5,8632,60363
18150,5,8632,4830
18151,5,8632,37318
18152,5,8632,39042
18153,5,8632,58201
18154,5,8632,15679
18155,5,8632,57796
18156,5,8632,59115
18157,5,8632,47959
18158,5,8632,60627
18159,5,8632,29723
18160,5,8632,51936
18161,5,8632,36395
18162,5,8632,52660
18163,5,8632,25554
18164,5,8632,45703
18165,5,8632,18403
18166,5,8632,53090
18167,5,8632,51839
18168,5,8632,58121
18169,5,8632,23512
18170,5,8632,10763
18171,5,8632,52427
18172,5,8632,33335
18173,5,8632,49602
18174,5,8632,14964
18175,5,8632,16266
18176,5,8632,37382
18177,5,8632,58288
18178,5,8632,600
18179,5,8632,60059
18180,5,8632,55470
18181,5,8632,74
18182,5,8632,30312
18183,5,8632,30867
18184,5,8632,19464
18185,5,8632,7238
18186,5,8632,4264
18187,5,8632,19593
18188,5,8632,10078
18189,5,8632,59959
18190,5,8632,5334
18191,5,8632,48894
18192,5,8632,51442
18193,5,8632,36466
18194,5,8632,54740
18195,5,8632,30433
18196,5,8632,44760
18197,5,8632,22167
18198,5,8632,58630
18199,5,8632,3284
18200,5,8632,28166
18201,5,8632,3314
18202,5,8632,12945
18203,5,8632,38108
18204,5,8632,7692
18205,5,8632,21811
18206,5,8632,41009
18207,5,8632,49234
18208,5,8632,30819
18209,5,8632,42793
18210,5,8632,54451
18211,5,8632,57481
18212,5,8632,2725
18213,5,8632,29048
18214,5,8632,3483
18215,5,8632,48181
18216,5,8632,46340
18217,5,8632,25069
18218,5,8632,24028
18219,5,8632,36395
18220,5,8632,41325
18221,5,8632,48214
18222,5,8632,39850
18223,5,8632,58035
18224,5,8632,42256
18225,5,8632,43954
18226,5,8632,2100
18227,5,8632,22625
18228,5,8632,29287
18229,5,8632,8168
18230,5,8632,55134
18231,5,8632,12002
18232,5,8632,34877
18233,5,8632,17901
18234,5,8632,31020
18235,5,8632,34157
18236,5,8632,57557
18237,5,8632,357
18238,5,8632,28079
18239,5,8632,11201
18240,5,8632,51310
18241,5,8632,50634
18242,5,8632,10209
18243,5,8632,905
18244,5,8632,24730
18245,5,8632,14387
18246,5,8632,54354
18247,5,8632,22433
18248,5,8632,38726
18249,5,8632,58736
18250,5,8632,46633
18251,5,8632,28253
18252,5,8632,58225
18253,5,8632,18113
18254,5,8632,22905
18255,5,8632,36665
18256,5,8632,14113
18257,5,8632,22828
18258,5,8632,8063
18259,5,8632,15613
18260,5,8632,48742
18261,5,8632,48963
18262,5,8632,14612
18263,5,8632,22460
18264,5,8632,5422
18265,5,8632,35768
18266,5,8632,33481
18267,5,8632,58809
18268,5,8632,13274
18269,5,8632,58991
18270,5,8632,58137
18271,5,8632,52461
18272,5,8632,59906
18273,5,8632,9542
18274,5,8632,36002
18275,5,8632,49478
18276,5,8632,32020
18277,5,8632,30695
18278,5,8632,9391
18279,5,8632,23275
18280,5,8632,53323
18281,5,8632,1455
18282,5,8632,12402
18283,5,8632,26471
18284,5,8632,35177
18285,5,8632,7518
18286,5,8632,1808
18287,5,8632,33312
18288,5,8632,39933
18289,5,8632,41119
18290,5,8632,2574
18291,5,8632,43812
18292,5,8632,26608
18293,5,8632,25143
18294,5,8632,42684
18295,5,8632,24892
18296,5,8632,15855
18297,5,8632,57419
18298,5,8632,28099
18299,5,8632,44119
18300,5,8632,29970
18301,5,8632,23039
18302,5,8632,8188
18303,5,8632,46307
18304,5,8632,31175
18305,5,8632,5678
18306,5,8632,48846
18307,5,8632,32354
18308,5,8632,24695
18309,5,8632,54216
18310,5,8632,22550
18311,5,8632,2459
18312,5,8632,45125
18313,5,8632,20261
18314,5,8632,10991
18315,5,8632,16247
18316,5,8632,23488
18317,5,8632,12534
18318,5,8632,36995
18319,5,8632,18057
18320,5,8632,33168
18321,5,8632,7460
18322,5,8632,32805
18323,5,8632,28790
18324,5,8632,47073
18325,5,8632,57263
18326,5,8632,52267
18327,5,8632,3091
18328,5,8632,39544
18329,5,8632,14323
18330,5,8632,49856
18331,5,8632,37638
18332,5,8632,19734
18333,5,8632,51222
18334,5,8632,10259
18335,5,8632,15686
18336,5,8632,8300
18337,5,8632,20533
18338,5,8632,30000
18339,5,8632,25968
18340,5,8632,43025
18341,5,8632,18336
18342,5,8632,40644
18343,5,8632,33651
18344,5,8632,17810
18345,5,8632,14267
18346,5,8632,17676
18347,5,8632,18955
18348,5,8632,27148
18349,5,8632,16281
18350,5,8632,21286
18351,5,8632,40868
18352,5,8632,50308
18353,5,8632,19638
18354,5,8632,32324
18355,5,8632,61260
18356,5,8632,61313
18357,5,8632,16704
18358,5,8632,12926
18359,5,8632,27814
18360,5,8632,38388
18361,5,8632,59984
18362,5,8632,37961
18363,5,8632,8953
18364,5,8632,31740
18365,5,8632,22880
18366,5,8632,60092
18367,5,8632,14894
18368,5,8632,15337
18369,5,8632,27547
18370,5,8632,6817
18371,5,8632,12717
18372,5,8632,34179
18373,5,8632,40454
18374,5,8632,33613
18375,5,8632,45230
18376,5,8632,36358
18377,5,8632,53753
18378,5,8632,15852
18379,5,8632,26226
18380,5,8632,46351
18381,5,8632,25827
18382,5,8632,43613
18383,5,8632,3927
18384,5,8632,27171
18385,5,8632,51152
18386,5,8632,29501
18387,5,8632,24415
18388,5,8632,29436
18389,5,8632,319
18390,5,8632,42589
18391,5,8632,25455
18392,5,8632,28372
18393,5,8632,13278
18394,5,8632,40112
18395,5,8632,1711
18396,5,8632,23360
18397,5,8632,18335
18398,5,8632,21509
18399,5,8632,18982
18400,5,8632,32319
18401,5,8632,49529
18402,5,8632,4362
18403,5,8632,55804
18404,5,8632,45157
18405,5,8632,14974
18406,5,8632,59302
18407,5,8632,9438
18408,5,8632,37687
18409,5,8632,21702
18410,5,8632,42078
18411,5,8632,18215
18412,5,8632,54022
18413,5,8632,26621
18414,5,8632,17251
18415,5,8632,13951
18416,5,8632,40640
18417,5,8632,53057
18418,5,8632,10780
18419,5,8632,11962
18420,5,8632,21260
18421,5,8632,19533
18422,5,8632,61240
18423,5,8632,23621
