,node_idx,User Id,Time,Gender,Age Range,Spammer Label
12818,12818,1148312,0.2,M,20,0
12819,12819,1148342,0.0,M,30,0
12820,12820,1148366,0.75,M,30,0
12821,12821,1148405,0.65,M,40,0
12822,12822,1148417,0.0375,M,30,0
12823,12823,1148421,0.1375,M,30,0
12824,12824,1148427,0.25,M,20,0
12825,12825,1148487,0.2375,M,20,0
12826,12826,1148574,0.7,M,20,0
12827,12827,1148634,0.1875,M,50,0
12828,12828,1148731,0.2625,M,40,0
12829,12829,1148760,0.2,M,30,0
12830,12830,1148780,0.0,M,20,0
12831,12831,1148869,0.0,M,50,1
12832,12832,1148877,0.5875,M,30,0
12833,12833,1148959,0.4625,M,40,0
12834,12834,1149025,0.725,M,40,0
12835,12835,1149177,0.675,M,30,0
12836,12836,1149248,0.025,M,20,0
12837,12837,1149275,0.0,M,30,0
12838,12838,1149338,0.6375,M,30,0
12839,12839,1149339,0.0,M,40,0
12840,12840,1149352,0.6625,M,30,0
12841,12841,1149463,0.9,M,20,0
12842,12842,1149572,0.125,M,40,0
12843,12843,1149690,0.4375,M,40,0
12844,12844,1149704,0.1125,M,40,0
12845,12845,1149746,0.95,M,40,0
12846,12846,1149840,0.65,M,40,0
12847,12847,1149876,0.6875,M,20,0
12848,12848,1150005,0.225,M,30,0
12849,12849,1150068,0.475,M,30,0
12850,12850,1150288,0.75,M,30,0
12851,12851,1150332,0.025,M,20,0
12852,12852,1150340,0.0,M,20,0
12853,12853,1150353,0.3375,M,40,0
12854,12854,1150425,0.75,M,40,0
12855,12855,1150429,0.05,M,10,0
12856,12856,1150434,0.2875,M,20,0
12857,12857,1150568,0.0,M,30,0
12858,12858,1150680,0.2375,M,50,0
12859,12859,1151035,0.7625,M,40,0
12860,12860,1151061,0.1625,M,60,0
12861,12861,1151122,0.6625,M,20,0
12862,12862,1151168,0.7375,M,30,0
12863,12863,1151208,0.6,M,40,0
12864,12864,1151333,0.6625,M,30,0
12865,12865,1151430,0.0,M,20,0
12866,12866,1151480,0.9125,M,30,0
12867,12867,1151492,0.1375,M,40,0
12868,12868,1151685,0.2625,M,30,0
12869,12869,1151748,0.0125,M,20,0
12870,12870,1151763,0.8,M,50,0
12871,12871,1151775,0.15,M,30,0
12872,12872,1151878,0.025,M,40,0
12873,12873,1151895,0.1375,M,40,0
12874,12874,1151897,0.2,M,20,0
12875,12875,1151907,0.85,M,40,0
12876,12876,1151951,0.9125,M,30,0
12877,12877,1151970,0.2875,M,30,0
12878,12878,1152002,0.6125,M,20,0
12879,12879,1152091,0.05,M,30,0
12880,12880,1152123,0.0,M,30,0
12881,12881,1152211,0.525,M,20,0
12882,12882,1152349,0.625,M,50,0
12883,12883,1152380,0.3,M,30,0
12884,12884,1152423,0.55,M,60,0
12885,12885,1152485,0.2625,M,30,0
12886,12886,1152516,0.5125,M,20,0
12887,12887,1152631,1.0,M,40,0
12888,12888,1152637,0.8,M,20,0
12889,12889,1152653,0.125,M,30,0
12890,12890,1152825,0.0125,M,10,0
12891,12891,1152938,0.475,M,60,0
12892,12892,1152955,0.025,M,60,0
12893,12893,1153095,0.7625,M,20,0
12894,12894,1153122,0.1,M,30,0
12895,12895,1153229,0.4125,M,20,0
12896,12896,1153336,0.1375,M,20,1
12897,12897,1153361,0.3375,M,30,0
12898,12898,1153427,0.025,M,30,0
12899,12899,1153480,0.0875,M,50,0
12900,12900,1153503,0.0125,M,30,0
12901,12901,1153616,0.9125,M,20,0
12902,12902,1153783,0.875,M,40,0
12903,12903,1153833,0.375,M,30,0
12904,12904,1153851,0.9,M,30,0
12905,12905,1153860,0.575,M,50,0
12906,12906,1153955,0.4625,M,30,0
12907,12907,1153994,0.1875,M,30,0
12908,12908,1154020,1.0,M,30,0
12909,12909,1154111,0.0,M,30,0
12910,12910,1154131,0.475,M,20,0
12911,12911,1154195,0.525,M,30,0
12912,12912,1154248,0.8,M,40,0
12913,12913,1154337,0.6625,M,40,0
12914,12914,1154375,0.6625,M,20,0
12915,12915,1154399,0.95,M,20,0
12916,12916,1154404,0.775,M,30,0
12917,12917,1154433,0.1875,M,30,0
12918,12918,1154539,0.0625,M,30,0
12919,12919,1154591,0.5625,M,40,0
12920,12920,1154592,0.375,M,30,0
12921,12921,1154670,0.575,M,60,0
12922,12922,1154758,0.3125,M,40,0
12923,12923,1154847,0.3625,M,30,0
12924,12924,1154878,0.2,M,30,0
12925,12925,1154879,0.65,M,40,0
12926,12926,1154914,0.625,M,50,0
12927,12927,1155003,0.15,M,40,0
12928,12928,1155134,0.1,M,10,0
12929,12929,1155291,0.9,M,20,0
12930,12930,1155415,0.9125,M,60,0
12931,12931,1155496,0.0,M,40,0
12932,12932,1155870,0.35,M,40,0
12933,12933,1155899,0.1375,M,30,0
12934,12934,1155979,0.7125,M,60,0
12935,12935,1156017,0.7875,M,40,0
12936,12936,1156027,0.9125,M,30,0
12937,12937,1156042,0.2875,M,40,0
12938,12938,1156064,0.5625,M,40,0
12939,12939,1156068,0.175,M,20,0
12940,12940,1156297,0.175,M,30,0
12941,12941,1156330,0.3125,M,30,0
12942,12942,1156403,0.75,M,30,0
12943,12943,1156406,0.65,M,30,0
12944,12944,1156454,0.8875,M,40,0
12945,12945,1156569,0.1125,M,30,0
12946,12946,1156600,0.525,M,30,0
12947,12947,1156650,0.2625,M,30,0
12948,12948,1156796,0.2375,M,30,0
12949,12949,1156967,0.0,M,50,0
12950,12950,1157259,0.2375,M,10,0
12951,12951,1157269,0.7625,M,50,0
12952,12952,1157339,0.1625,M,30,0
12953,12953,1157382,0.65,M,20,0
12954,12954,1157419,0.1375,M,30,0
12955,12955,1157531,0.75,M,50,0
12956,12956,1157623,0.575,M,30,0
12957,12957,1157700,0.1375,M,50,0
12958,12958,1157723,0.725,M,40,0
12959,12959,1157753,0.525,M,20,1
12960,12960,1157829,0.2875,M,50,0
12961,12961,1157867,0.3,M,30,0
12962,12962,1158098,0.3,M,10,0
12963,12963,1158288,0.125,M,20,0
12964,12964,1158439,0.0,M,30,0
12965,12965,1158515,0.85,M,50,0
12966,12966,1158717,0.0125,M,20,0
12967,12967,1158871,0.0375,M,20,0
12968,12968,1158916,0.8125,M,50,0
12969,12969,1158917,0.475,M,20,0
12970,12970,1158951,0.8375,M,20,0
12971,12971,1159077,0.775,M,30,0
12972,12972,1159131,0.125,M,20,0
12973,12973,1159160,0.0,M,20,0
12974,12974,1159165,0.0125,M,30,0
12975,12975,1159223,0.925,M,20,0
12976,12976,1159226,0.7125,M,60,0
12977,12977,1159227,0.025,M,20,0
12978,12978,1159328,0.025,M,30,0
12979,12979,1159423,0.4,M,30,0
12980,12980,1159450,0.4125,M,20,0
12981,12981,1159656,0.0,M,10,0
12982,12982,1159698,0.2625,M,30,0
12983,12983,1159793,0.6375,M,20,0
12984,12984,1159794,1.0,M,50,0
12985,12985,1159803,1.0,M,20,0
12986,12986,1160065,0.925,M,30,0
12987,12987,1160223,0.2625,M,20,0
12988,12988,1160294,0.25,M,10,0
12989,12989,1160375,0.575,M,20,0
12990,12990,1160495,0.6625,M,20,0
12991,12991,1160649,0.0875,M,20,0
12992,12992,1160714,0.0,M,20,0
12993,12993,1160740,0.025,M,60,0
12994,12994,1160779,0.4125,M,30,0
12995,12995,1160905,0.175,M,30,0
12996,12996,1161028,0.525,M,50,0
12997,12997,1161266,0.7375,M,50,0
12998,12998,1161538,0.0125,M,20,0
12999,12999,1161617,0.95,M,20,0
13000,13000,1161638,0.1125,M,30,0
13001,13001,1161665,0.6375,M,40,0
13002,13002,1161705,0.175,M,30,0
13003,13003,1161886,0.425,M,30,0
13004,13004,1162002,0.9125,M,30,0
13005,13005,1162015,0.1,M,30,0
13006,13006,1162196,0.9625,M,40,0
13007,13007,1162284,0.0,M,20,0
13008,13008,1162291,0.3,M,20,0
13009,13009,1162514,0.325,M,20,0
13010,13010,1162620,0.7625,M,20,0
13011,13011,1162621,0.15,M,30,0
13012,13012,1162634,0.4125,M,30,0
13013,13013,1162709,0.9375,M,50,0
13014,13014,1162964,0.725,M,60,0
13015,13015,1163031,0.0,M,40,0
13016,13016,1163043,0.7125,M,30,0
13017,13017,1163081,0.0625,M,20,0
13018,13018,1163097,0.125,M,20,0
13019,13019,1163135,0.525,M,20,0
13020,13020,1163139,0.9375,M,50,0
13021,13021,1163406,0.425,M,40,0
13022,13022,1163489,0.7625,M,20,0
13023,13023,1163510,0.0375,M,20,0
13024,13024,1163613,0.225,M,20,0
13025,13025,1163682,0.725,M,30,0
13026,13026,1163734,0.075,M,30,0
13027,13027,1163899,0.45,M,20,0
13028,13028,1163905,0.0125,M,20,0
13029,13029,1164226,0.4,M,30,0
13030,13030,1164248,0.225,M,10,0
13031,13031,1164353,0.6625,M,30,0
13032,13032,1164360,0.5125,M,20,0
13033,13033,1164430,0.15,M,20,0
13034,13034,1164549,0.7375,M,40,0
13035,13035,1164567,0.175,M,40,0
13036,13036,1164601,0.1375,M,30,0
13037,13037,1164631,0.8875,M,40,0
13038,13038,1164690,0.0125,M,50,0
13039,13039,1164791,0.2625,M,40,0
13040,13040,1164868,0.05,M,30,0
13041,13041,1164904,0.0875,M,30,0
13042,13042,1165074,0.025,M,20,0
13043,13043,1165109,0.9,M,50,0
13044,13044,1165288,0.0,M,20,0
13045,13045,1165291,0.025,M,40,0
13046,13046,1165803,0.8625,M,40,0
13047,13047,1165901,0.225,M,30,0
13048,13048,1166027,0.025,M,20,0
13049,13049,1166215,0.325,M,30,0
13050,13050,1166359,0.55,M,50,0
13051,13051,1166361,0.4375,M,20,0
13052,13052,1166607,0.025,M,30,0
13053,13053,1166637,0.5125,M,30,0
13054,13054,1166793,0.3125,M,20,0
13055,13055,1166821,0.9125,M,10,0
13056,13056,1166859,0.1625,M,40,0
13057,13057,1167132,0.05,M,50,1
13058,13058,1167261,0.25,M,10,0
13059,13059,1167306,0.0,M,20,0
13060,13060,1167324,0.8,M,50,0
13061,13061,1167356,0.3125,M,20,0
13062,13062,1167380,0.0375,M,30,0
13063,13063,1167382,0.4,M,40,0
13064,13064,1167471,0.4375,M,30,0
13065,13065,1167565,0.5,M,30,0
13066,13066,1167585,0.625,M,30,0
13067,13067,1167653,0.525,M,40,0
13068,13068,1167689,0.6375,M,20,0
13069,13069,1167701,0.25,M,30,0
13070,13070,1167964,0.625,M,30,0
13071,13071,1168026,0.275,M,50,0
13072,13072,1168093,0.7875,M,40,0
13073,13073,1168387,1.0,M,30,0
13074,13074,1168443,0.05,M,30,0
13075,13075,1168483,0.0125,M,20,0
13076,13076,1168493,0.7375,M,30,0
13077,13077,1168507,0.525,M,30,0
13078,13078,1168554,0.075,M,20,0
13079,13079,1168597,0.1125,M,20,0
13080,13080,1168652,0.9,M,20,0
13081,13081,1168815,0.0,M,30,0
13082,13082,1168841,0.6875,M,30,0
13083,13083,1168877,0.0125,M,20,0
13084,13084,1168879,0.05,M,30,0
13085,13085,1168925,0.6125,M,40,0
13086,13086,1168951,0.075,M,30,0
13087,13087,1168984,0.0375,M,40,0
13088,13088,1169019,0.4625,M,40,0
13089,13089,1169116,0.0625,M,10,0
13090,13090,1169141,0.775,M,50,0
13091,13091,1169288,0.175,M,20,0
13092,13092,1169327,0.1375,M,30,0
13093,13093,1169351,0.0,M,10,0
13094,13094,1169397,0.625,M,70,0
13095,13095,1169398,0.2,M,20,0
13096,13096,1169551,0.025,M,50,0
13097,13097,1169688,0.05,M,20,0
13098,13098,1169751,0.1125,M,40,0
13099,13099,1169933,0.0,M,20,0
13100,13100,1170044,0.7,M,50,0
13101,13101,1170158,0.325,M,30,0
13102,13102,1170187,0.725,M,30,0
13103,13103,1170215,0.0,M,30,0
13104,13104,1170338,0.9375,M,30,0
13105,13105,1170384,0.8125,M,20,0
13106,13106,1170410,0.1625,M,20,0
13107,13107,1170516,0.8125,M,60,0
13108,13108,1170613,0.5,M,30,0
13109,13109,1170614,0.7,M,30,0
13110,13110,1170627,0.5125,M,40,0
13111,13111,1170769,0.725,M,40,0
13112,13112,1170791,0.4625,M,40,0
13113,13113,1171011,0.5,M,40,0
13114,13114,1171024,0.1125,M,50,0
13115,13115,1171038,0.2,M,60,0
13116,13116,1171217,0.175,M,30,0
13117,13117,1171380,0.075,M,30,0
13118,13118,1171523,0.875,M,70,0
13119,13119,1171554,0.125,M,30,0
13120,13120,1171596,0.1125,M,20,0
13121,13121,1171679,0.3625,M,30,0
13122,13122,1171699,0.9125,M,20,0
13123,13123,1171855,0.275,M,40,0
13124,13124,1171932,0.6375,M,30,0
13125,13125,1172083,0.7375,M,40,0
13126,13126,1172220,0.925,M,30,0
13127,13127,1172252,0.525,M,20,0
13128,13128,1172768,0.1125,M,40,0
13129,13129,1172811,0.675,M,30,0
13130,13130,1172871,0.225,M,40,0
13131,13131,1172886,1.0,M,40,0
13132,13132,1172979,0.075,M,40,0
13133,13133,1172988,0.2625,M,30,0
13134,13134,1173000,0.8375,M,30,0
13135,13135,1173120,0.45,M,40,0
13136,13136,1173246,0.7625,M,50,0
13137,13137,1173370,0.0375,M,10,0
13138,13138,1173406,0.5375,M,20,0
13139,13139,1173464,0.75,M,40,0
13140,13140,1173501,0.1,M,20,0
13141,13141,1173527,0.6625,M,20,0
13142,13142,1173632,0.0375,M,30,0
13143,13143,1173913,0.1,M,30,0
13144,13144,1173984,0.0625,M,20,0
13145,13145,1174000,0.9,M,20,0
13146,13146,1174055,0.3,M,30,0
13147,13147,1174130,0.5625,M,30,0
13148,13148,1174245,0.6375,M,60,0
13149,13149,1174545,0.6125,M,20,0
13150,13150,1174547,0.0375,M,40,0
13151,13151,1174590,0.275,M,30,0
13152,13152,1174784,0.025,M,10,0
13153,13153,1174846,0.4625,M,20,0
13154,13154,1175126,0.05,M,30,0
13155,13155,1175327,0.025,M,20,0
13156,13156,1175491,0.5625,M,40,0
13157,13157,1175535,0.8125,M,40,0
13158,13158,1175631,0.0,M,30,0
13159,13159,1175654,0.2875,M,30,0
13160,13160,1175727,0.55,M,20,0
13161,13161,1175732,0.175,M,10,0
13162,13162,1176037,0.0375,M,20,0
13163,13163,1176051,0.5625,M,40,0
13164,13164,1176080,0.0,M,20,0
13165,13165,1176091,0.4875,M,40,0
13166,13166,1176433,0.4125,M,40,0
13167,13167,1176450,0.175,M,20,1
13168,13168,1176474,0.2625,M,40,0
13169,13169,1176744,0.5375,M,40,0
13170,13170,1176840,0.7375,M,40,0
13171,13171,1176935,0.2125,M,30,0
13172,13172,1177228,0.4875,M,30,0
13173,13173,1177292,0.6375,M,30,0
13174,13174,1177423,0.6,M,30,0
13175,13175,1177475,0.325,M,20,0
13176,13176,1177653,0.7125,M,20,0
13177,13177,1177684,0.3875,M,20,0
13178,13178,1177796,0.0875,M,30,0
13179,13179,1177809,0.0,M,30,0
13180,13180,1177849,0.6375,M,30,0
13181,13181,1177947,0.4625,M,40,0
13182,13182,1177979,0.1875,M,20,0
13183,13183,1177980,0.225,M,30,0
13184,13184,1178034,0.95,M,60,0
13185,13185,1178068,0.15,M,30,0
13186,13186,1178129,0.75,M,40,0
13187,13187,1178218,0.15,M,50,1
13188,13188,1178308,0.1875,M,30,0
13189,13189,1178517,0.4625,M,20,0
13190,13190,1178588,0.95,M,20,0
13191,13191,1178955,0.0,M,20,0
13192,13192,1179004,0.0125,M,50,0
13193,13193,1179136,0.05,M,60,0
13194,13194,1179247,0.85,M,30,0
13195,13195,1179321,0.225,M,30,0
13196,13196,1179385,0.275,M,30,0
13197,13197,1179386,0.7875,M,30,0
13198,13198,1179440,0.05,M,40,0
13199,13199,1179511,0.8125,M,40,0
13200,13200,1179545,0.875,M,40,0
13201,13201,1179670,0.7625,M,60,0
13202,13202,1179817,0.3125,M,30,0
13203,13203,1179819,0.05,M,40,0
13204,13204,1180081,0.0625,M,20,0
13205,13205,1180112,0.1875,M,30,0
13206,13206,1180161,0.4,M,50,0
13207,13207,1180184,0.05,M,20,0
13208,13208,1180211,0.0375,M,20,0
13209,13209,1180377,0.8,M,10,0
13210,13210,1180547,0.4125,M,30,0
13211,13211,1180571,0.05,M,40,0
13212,13212,1180729,0.6125,M,40,0
13213,13213,1180823,0.0375,M,20,0
13214,13214,1180875,0.2875,M,30,0
13215,13215,1180968,0.5125,M,30,0
13216,13216,1181190,0.625,M,50,0
13217,13217,1181395,0.15,M,20,0
13218,13218,1181405,0.1875,M,50,0
13219,13219,1181427,0.0,M,30,0
13220,13220,1181437,0.1375,M,40,0
13221,13221,1181459,0.4125,M,30,0
13222,13222,1181519,0.9,M,30,0
13223,13223,1181755,0.6375,M,10,0
13224,13224,1181837,0.6375,M,20,0
13225,13225,1181887,0.4625,M,20,0
13226,13226,1181965,0.925,M,20,0
13227,13227,1182321,0.7625,M,30,0
13228,13228,1182377,0.6,M,20,0
13229,13229,1182500,0.6375,M,50,0
13230,13230,1182550,0.85,M,30,0
13231,13231,1182572,0.625,M,30,0
13232,13232,1182645,0.55,M,40,0
13233,13233,1182697,0.025,M,30,0
13234,13234,1182880,0.9,M,30,0
13235,13235,1182939,0.625,M,60,0
13236,13236,1183065,0.0375,M,30,0
13237,13237,1183124,0.0375,M,20,1
13238,13238,1183284,0.75,M,30,0
13239,13239,1183400,0.0875,M,30,0
13240,13240,1183563,0.1875,M,30,0
13241,13241,1183577,0.35,M,40,0
13242,13242,1183635,0.75,M,40,0
13243,13243,1183789,0.65,M,50,0
13244,13244,1184310,0.15,M,40,1
13245,13245,1184325,0.8375,M,50,0
13246,13246,1184397,1.0,M,40,0
13247,13247,1184454,0.2125,M,30,0
13248,13248,1184504,0.675,M,20,0
13249,13249,1184545,0.5125,M,40,0
13250,13250,1184563,0.1875,M,30,0
13251,13251,1184565,0.6875,M,20,0
13252,13252,1184680,0.1,M,30,0
13253,13253,1184688,0.375,M,30,0
13254,13254,1184753,0.0625,M,30,0
13255,13255,1184848,0.7,M,30,0
13256,13256,1184990,0.6625,M,30,0
13257,13257,1185102,0.2,M,30,0
13258,13258,1185122,0.225,M,30,0
13259,13259,1185308,0.5375,M,20,0
13260,13260,1185400,0.85,M,20,0
13261,13261,1185506,1.0,M,30,0
13262,13262,1185540,0.7875,M,30,0
13263,13263,1185685,0.7,M,20,0
13264,13264,1185705,0.4125,M,20,0
13265,13265,1185874,0.2,M,20,0
13266,13266,1185925,0.05,M,10,0
13267,13267,1185929,0.3125,M,40,0
13268,13268,1185959,0.4875,M,20,0
13269,13269,1185985,0.8875,M,30,0
13270,13270,1186028,0.6375,M,30,0
13271,13271,1186152,0.5625,M,30,0
13272,13272,1186226,0.6375,M,60,0
13273,13273,1186254,0.0875,M,20,0
13274,13274,1186271,0.8,M,20,0
13275,13275,1186457,0.9125,M,20,0
13276,13276,1186528,0.0625,M,30,0
13277,13277,1186566,0.7375,M,30,0
13278,13278,1186916,1.0,M,40,0
13279,13279,1186946,0.2625,M,30,0
13280,13280,1187086,0.0,M,20,0
13281,13281,1187116,0.0625,M,30,0
13282,13282,1187149,0.3375,M,30,1
13283,13283,1187193,0.2375,M,30,0
13284,13284,1187272,0.0875,M,30,0
13285,13285,1187486,0.275,M,50,0
13286,13286,1187594,0.475,M,20,0
13287,13287,1187615,0.375,M,30,0
13288,13288,1187758,0.2,M,20,0
13289,13289,1187881,0.7125,M,20,0
13290,13290,1188050,0.0,M,40,0
13291,13291,1188126,0.0,M,30,1
13292,13292,1188173,0.0125,M,40,0
13293,13293,1188194,0.2875,M,30,0
13294,13294,1188315,0.1125,M,30,0
13295,13295,1188336,0.05,M,20,1
13296,13296,1188368,0.9,M,50,0
13297,13297,1188386,0.7625,M,40,0
13298,13298,1188417,0.0125,M,20,0
13299,13299,1188474,0.125,M,20,0
13300,13300,1188563,0.05,M,30,0
13301,13301,1188646,0.1875,M,30,0
13302,13302,1188814,0.225,M,40,1
13303,13303,1188855,0.3625,M,40,0
13304,13304,1188921,0.05,M,40,0
13305,13305,1188992,0.9125,M,40,0
13306,13306,1189095,0.0,M,20,0
13307,13307,1189096,0.7875,M,50,0
13308,13308,1189104,0.675,M,20,0
13309,13309,1189189,0.8375,M,20,0
13310,13310,1189201,0.8375,M,30,0
13311,13311,1189208,0.7875,M,30,0
13312,13312,1189311,0.9,M,30,0
13313,13313,1189367,0.5125,M,50,0
13314,13314,1189418,0.5125,M,30,0
13315,13315,1189458,0.0625,M,30,0
13316,13316,1189482,0.6375,M,30,0
13317,13317,1189538,0.675,M,50,0
13318,13318,1189629,0.1125,M,20,0
13319,13319,1189673,0.025,M,40,0
13320,13320,1189873,0.2,M,40,0
13321,13321,1189923,0.1875,M,20,0
13322,13322,1190017,0.7,M,40,0
13323,13323,1190029,0.1125,M,10,0
13324,13324,1190279,0.0,M,40,0
13325,13325,1190428,0.2875,M,30,0
13326,13326,1190660,0.4375,M,30,0
13327,13327,1190667,0.7,M,30,0
13328,13328,1190753,0.7,M,40,0
13329,13329,1190797,0.05,M,20,0
13330,13330,1191062,0.8125,M,40,0
13331,13331,1191166,0.65,M,30,0
13332,13332,1191408,0.5875,M,30,0
13333,13333,1191443,0.1125,M,20,1
13334,13334,1191581,0.2,M,20,0
13335,13335,1191642,0.0125,M,20,0
13336,13336,1191786,0.325,M,30,0
13337,13337,1191822,0.275,M,20,0
13338,13338,1191844,1.0,M,50,0
13339,13339,1191930,0.5375,M,30,0
13340,13340,1191935,0.2,M,30,0
13341,13341,1192104,0.65,M,30,0
13342,13342,1192137,0.5375,M,30,0
13343,13343,1192328,0.325,M,30,0
13344,13344,1192378,0.35,M,50,0
13345,13345,1192473,0.2625,M,20,0
13346,13346,1192486,0.75,M,30,0
13347,13347,1192529,0.9,M,30,0
13348,13348,1192552,0.4875,M,50,0
13349,13349,1192651,0.0,M,30,0
13350,13350,1192666,0.775,M,30,0
13351,13351,1192699,0.05,M,30,1
13352,13352,1192725,0.2,M,40,0
13353,13353,1192796,0.9,M,50,0
13354,13354,1192873,0.1125,M,20,0
13355,13355,1192937,0.025,M,30,0
13356,13356,1193110,0.25,M,40,0
13357,13357,1193174,0.425,M,40,0
13358,13358,1193281,0.3625,M,50,0
13359,13359,1193444,0.425,M,50,0
13360,13360,1193529,0.8375,M,30,0
13361,13361,1193675,0.375,M,30,0
13362,13362,1193835,0.175,M,10,0
13363,13363,1193891,0.1375,M,30,0
13364,13364,1193946,0.0,M,20,0
13365,13365,1194009,0.1125,M,40,0
13366,13366,1194027,0.1,M,20,0
13367,13367,1194190,0.725,M,30,0
13368,13368,1194219,0.025,M,50,0
13369,13369,1194230,0.2,M,30,0
13370,13370,1194250,0.0125,M,30,0
13371,13371,1194260,0.125,M,20,0
13372,13372,1194312,0.6875,M,30,0
13373,13373,1194476,0.05,M,20,0
13374,13374,1194497,0.9,M,40,0
13375,13375,1194526,0.7625,M,60,0
13376,13376,1194532,0.25,M,40,0
13377,13377,1194628,0.175,M,40,0
13378,13378,1194670,0.1375,M,30,0
13379,13379,1194790,0.55,M,50,0
13380,13380,1194870,0.6125,M,30,0
13381,13381,1194893,0.1125,M,30,0
13382,13382,1194956,0.825,M,30,0
13383,13383,1195178,0.825,M,40,1
13384,13384,1195260,0.275,M,30,0
13385,13385,1195329,0.15,M,30,0
13386,13386,1195340,0.275,M,50,0
13387,13387,1195357,0.075,M,20,0
13388,13388,1195424,0.4375,M,20,0
13389,13389,1195498,0.025,M,20,0
13390,13390,1195516,0.55,M,30,0
13391,13391,1195617,0.0125,M,30,0
13392,13392,1195624,0.05,M,30,0
13393,13393,1195700,0.15,M,20,0
13394,13394,1195837,0.9,M,30,0
13395,13395,1195845,0.6625,M,40,0
13396,13396,1195867,0.0,M,20,0
13397,13397,1195874,1.0,M,40,0
13398,13398,1195907,0.025,M,20,0
13399,13399,1195988,0.0,M,50,0
13400,13400,1196088,0.6625,M,30,0
13401,13401,1196142,0.4375,M,30,0
13402,13402,1196273,0.1875,M,20,0
13403,13403,1196542,1.0,M,30,0
13404,13404,1196665,0.1375,M,30,0
13405,13405,1196695,0.85,M,40,0
13406,13406,1196703,0.0625,M,40,0
13407,13407,1196897,0.925,M,30,0
13408,13408,1196953,0.225,M,20,0
13409,13409,1196995,0.175,M,30,0
13410,13410,1197044,0.15,M,30,0
13411,13411,1197165,0.3625,M,20,0
13412,13412,1197289,0.025,M,20,0
13413,13413,1197520,0.0,M,60,0
13414,13414,1197531,0.25,M,20,0
13415,13415,1197597,0.025,M,20,0
13416,13416,1197726,1.0,M,30,0
13417,13417,1197740,0.1,M,60,0
13418,13418,1197793,0.9875,M,20,0
13419,13419,1197847,0.7375,M,30,0
13420,13420,1197886,0.9125,M,30,0
13421,13421,1198008,0.0625,M,20,0
13422,13422,1198019,0.7,M,20,0
13423,13423,1198199,0.1625,M,40,0
13424,13424,1198395,0.8875,M,30,0
13425,13425,1198400,0.4625,M,20,0
13426,13426,1198672,0.0,M,20,0
13427,13427,1198748,0.7625,M,50,0
13428,13428,1198779,0.7,M,50,0
13429,13429,1199187,0.8375,M,30,0
13430,13430,1199212,0.05,M,20,0
13431,13431,1199433,0.0375,M,20,0
13432,13432,1199599,0.3125,M,30,0
13433,13433,1199605,0.625,M,30,0
13434,13434,1199612,0.0375,M,20,0
13435,13435,1199681,0.95,M,40,0
13436,13436,1199743,0.1125,M,30,0
13437,13437,1199793,0.1375,M,50,0
13438,13438,1199844,0.7125,M,20,1
13439,13439,1199924,0.8875,M,40,0
13440,13440,1200039,0.9375,M,40,0
13441,13441,1200474,0.4375,M,30,0
13442,13442,1200482,0.7875,M,30,0
13443,13443,1200487,0.1375,M,30,0
13444,13444,1200774,0.075,M,30,1
13445,13445,1200832,0.6375,M,30,0
13446,13446,1200848,0.4125,M,40,0
13447,13447,1200890,0.55,M,30,0
13448,13448,1200933,0.175,M,20,0
13449,13449,1201124,1.0,M,30,0
13450,13450,1201344,0.0625,M,30,0
13451,13451,1201375,0.575,M,50,0
13452,13452,1201484,1.0,M,50,0
13453,13453,1201548,0.6375,M,50,0
13454,13454,1201575,0.175,M,20,1
13455,13455,1201741,0.15,M,50,0
13456,13456,1201812,0.4,M,20,0
13457,13457,1201836,0.3625,M,40,0
13458,13458,1201900,0.6375,M,20,0
13459,13459,1201916,1.0,M,60,0
13460,13460,1201975,0.8,M,40,0
13461,13461,1202020,0.125,M,30,0
13462,13462,1202045,0.1375,M,20,0
13463,13463,1202083,0.1875,M,20,0
13464,13464,1202116,0.4875,M,50,0
13465,13465,1202156,0.225,M,30,0
13466,13466,1202310,0.175,M,20,0
13467,13467,1202335,0.0,M,20,0
13468,13468,1202394,0.7625,M,40,0
13469,13469,1202425,0.9,M,50,0
13470,13470,1202435,1.0,M,30,0
13471,13471,1202701,0.525,M,50,0
13472,13472,1202706,0.6,M,20,0
13473,13473,1202708,0.7375,M,40,0
13474,13474,1202762,1.0,M,20,0
13475,13475,1202768,0.925,M,30,0
13476,13476,1202794,0.0125,M,20,0
13477,13477,1202853,0.2875,M,60,0
13478,13478,1203161,0.375,M,30,0
13479,13479,1203188,0.0,M,20,0
13480,13480,1203207,0.375,M,50,0
13481,13481,1203293,0.925,M,40,0
13482,13482,1203324,0.0125,M,40,0
13483,13483,1203422,0.2875,M,30,0
13484,13484,1203491,0.6875,M,30,0
13485,13485,1203535,0.1,M,30,0
13486,13486,1203684,0.0,M,30,0
13487,13487,1203770,0.275,M,20,0
13488,13488,1203943,0.325,M,40,0
13489,13489,1204085,0.725,M,20,0
13490,13490,1204089,0.525,M,20,0
13491,13491,1204113,0.2625,M,30,0
13492,13492,1204457,0.0,M,10,0
13493,13493,1204612,0.5625,M,20,0
13494,13494,1204619,0.4125,M,30,0
13495,13495,1204943,0.025,M,30,0
13496,13496,1204944,0.0375,M,30,0
13497,13497,1205126,0.6375,M,30,0
13498,13498,1205197,0.375,M,20,0
13499,13499,1205216,0.225,M,20,0
13500,13500,1205352,0.75,M,30,0
