User Id,Gender,Time,Age Range,Spammer Label
320276,M,0.7375,20,0
320296,M,1.0,20,1
320302,M,0.05,40,0
320429,M,0.75,70,0
320720,M,0.3625,30,0
320739,M,0.9125,30,0
320774,M,0.45,30,0
320836,M,0.3125,30,0
320874,M,0.1625,20,0
320897,M,0.1,30,0
320910,M,0.05,20,0
320923,M,0.1,30,0
320958,M,0.3125,30,0
320968,M,0.025,40,0
320997,M,0.2125,50,0
321263,M,0.6375,30,0
321303,M,0.5,30,0
321397,M,0.3625,50,0
321431,M,0.0125,40,0
321516,M,0.9125,30,0
321634,M,0.025,20,0
321718,M,0.625,30,0
321762,M,0.9375,40,0
321836,M,0.4125,10,0
321878,M,0.4125,20,0
321951,M,0.8875,40,0
321957,M,0.0125,20,0
321987,M,0.7375,20,0
322020,M,0.8375,20,0
322022,M,0.9125,20,0
322086,M,0.4875,20,0
322148,M,0.0,20,0
322183,M,0.675,20,0
322391,M,0.9,30,0
322536,M,0.175,20,0
322726,M,0.075,50,0
322847,M,0.0125,30,0
322975,M,0.1,30,0
322993,M,0.5875,70,0
323081,M,0.6375,60,0
323097,M,0.075,20,0
323328,M,0.8,30,0
323410,M,0.75,30,0
323744,M,0.8875,30,0
323784,M,0.0,30,0
324156,M,0.1625,30,0
324159,M,0.075,40,0
324166,M,0.1375,20,0
324173,M,0.3125,30,1
324329,M,0.2875,20,0
324461,M,0.8125,40,0
324514,M,1.0,30,0
324520,M,0.0125,20,0
324701,M,0.35,30,0
324824,M,0.175,30,0
324868,M,0.0625,20,0
324982,M,0.0375,30,0
325177,M,0.1625,30,0
325378,M,0.575,30,0
325498,M,0.75,40,0
325609,M,0.9125,20,0
325667,M,0.675,30,0
325749,M,0.0875,50,0
325771,M,0.0375,20,0
325797,M,0.925,50,0
325917,M,0.1875,40,0
326197,M,0.35,40,0
326408,M,0.9,30,0
326701,M,0.85,40,0
326713,M,0.7375,70,0
326725,M,0.05,20,0
326798,M,0.175,20,0
326897,M,0.025,30,0
326993,M,0.7375,30,0
327038,M,0.75,30,0
327176,M,0.125,10,0
327313,M,0.3125,20,0
327414,M,0.875,30,0
327425,M,0.4125,40,0
327525,M,0.3375,20,0
327573,M,0.675,30,0
327584,M,0.925,20,0
327621,M,0.0375,20,0
327938,M,0.35,20,0
328135,M,0.6625,40,0
328165,M,0.5625,30,0
328183,M,0.225,10,0
328191,M,0.0125,20,0
328235,M,0.775,50,0
328268,M,0.2625,20,0
328282,M,0.175,50,0
328312,M,0.775,30,0
328373,M,1.0,40,0
328385,M,0.0375,10,0
328500,M,0.6,40,0
328524,M,0.1375,30,0
328552,M,0.75,40,0
328626,M,0.9,60,0
328672,M,0.2375,30,0
328908,M,0.325,20,0
329014,M,0.925,30,0
329142,M,0.05,10,0
329174,M,0.375,40,0
329177,M,0.6625,30,0
329305,M,0.75,30,0
329383,M,0.35,20,0
329398,M,0.875,30,0
329573,M,0.55,30,0
329583,M,0.5,20,0
329600,M,0.85,60,0
329672,M,0.9375,50,0
329679,M,0.4125,20,0
329797,M,0.225,20,0
329800,M,0.45,40,1
330074,M,0.7125,40,0
330109,M,0.6375,30,0
330144,M,0.8125,50,0
330230,M,0.6625,30,0
330264,M,0.225,30,0
330400,M,0.65,40,0
330403,M,0.9,30,0
330456,M,0.55,20,0
330502,M,0.95,30,0
330515,M,0.2375,40,0
330634,M,0.3875,20,0
330857,M,0.6375,30,0
330858,M,0.025,20,0
330861,M,0.475,30,0
330862,M,0.875,50,0
330867,M,0.4625,30,0
331146,M,0.2,30,0
331188,M,0.6125,30,0
331259,M,0.5125,40,0
331336,M,0.0875,30,0
331351,M,0.3375,50,0
331392,M,0.1625,20,0
331520,M,0.9875,20,0
331551,M,0.7,60,0
331559,M,0.1,30,0
331658,M,0.7,20,0
331741,M,0.7125,30,0
331763,M,0.85,30,0
331768,M,0.9,60,0
331927,M,0.7375,30,0
332019,M,0.825,40,0
332043,M,0.3125,20,0
332125,M,0.5875,20,0
332523,M,0.45,40,0
332666,M,1.0,40,0
332681,M,0.6625,60,0
332734,M,0.0,30,0
333126,M,0.1875,20,0
333180,M,0.6625,40,0
333238,M,0.4375,50,0
333289,M,0.625,70,0
333292,M,0.05,30,0
333300,M,0.3125,20,0
333383,M,0.0,20,0
333431,M,0.7,40,0
333437,M,0.05,50,0
333502,M,0.1875,30,0
333522,M,0.8375,50,0
333570,M,0.2,30,0
333659,M,0.2375,40,0
333771,M,0.0875,30,0
333799,M,1.0,40,0
334207,M,0.0125,20,0
334214,M,0.625,30,0
334285,M,0.525,30,1
334333,M,0.425,30,0
334386,M,0.7625,30,0
334408,M,0.0,20,0
334526,M,0.1125,40,0
334700,M,0.825,20,0
334796,M,0.1,50,0
334919,M,0.0125,40,0
334954,M,0.2875,30,0
335019,M,0.0375,40,0
335065,M,0.25,20,0
335096,M,0.3,30,0
335180,M,0.125,20,0
335186,M,0.0375,10,0
335348,M,0.7625,70,1
335610,M,0.0125,20,0
335781,M,0.0,30,0
335797,M,0.65,30,1
335914,M,0.4375,30,1
335948,M,0.175,20,0
336028,M,0.1,30,0
336210,M,0.9,40,0
336303,M,0.725,30,0
336335,M,0.2375,40,0
336412,M,0.3125,20,0
336467,M,0.6375,50,0
336496,M,0.6625,30,0
336514,M,0.825,40,0
336689,M,0.075,30,0
336747,M,0.2625,20,0
336911,M,0.725,40,0
336975,M,0.575,30,0
337084,M,0.3875,60,0
337135,M,0.0375,20,0
337295,M,0.675,30,0
337362,M,1.0,30,0
337528,M,0.55,30,0
337563,M,1.0,60,0
337632,M,0.425,20,0
337749,M,0.05,20,0
337812,M,0.85,20,0
338044,M,0.025,40,1
338095,M,0.025,20,0
338240,M,1.0,40,0
338289,M,0.625,20,0
338367,M,0.025,20,0
338422,M,0.0,20,1
338465,M,0.475,40,0
338608,M,0.55,20,0
338660,M,0.0,20,0
338906,M,0.25,10,1
338968,M,0.6875,30,0
339002,M,0.425,50,0
339085,M,0.0875,30,0
339165,M,0.575,20,0
339245,M,0.4375,30,0
339331,M,0.4625,30,0
339494,M,0.2625,30,0
339497,M,0.6625,10,0
339589,M,0.025,20,0
339594,M,0.5375,30,0
339711,M,0.9875,50,0
339717,M,0.9,60,0
339930,M,0.0875,20,0
340034,M,0.2,20,0
340133,M,0.4625,30,0
340152,M,0.9125,30,0
340166,M,0.5125,30,1
340265,M,0.8625,20,0
340316,M,0.725,20,0
340364,M,0.3625,20,0
340449,M,0.2,20,0
340659,M,0.0,10,0
340683,M,0.3875,50,0
340796,M,0.0625,30,0
340798,M,0.175,30,0
340831,M,0.3875,40,0
340928,M,0.7875,40,0
340959,M,0.525,50,0
341079,M,0.55,30,0
341284,M,0.0125,30,0
341359,M,1.0,70,0
341533,M,0.775,40,0
341568,M,0.25,40,0
341612,M,0.325,30,0
341806,M,0.9125,40,0
341808,M,0.4375,20,0
341819,M,0.75,30,0
341989,M,0.125,30,0
342020,M,0.2125,20,1
342139,M,0.8125,50,0
342158,M,0.2375,40,0
342190,M,0.1875,40,0
342191,M,0.0625,40,0
342258,M,0.6625,20,0
342326,M,0.45,30,0
342508,M,0.1625,60,0
342573,M,0.0875,30,0
342647,M,0.8875,20,0
342655,M,0.4625,30,0
342702,M,0.3125,40,0
342770,M,0.2625,30,0
342794,M,0.2375,20,0
343001,M,0.1125,20,0
343002,M,0.8125,10,0
343262,M,0.0,20,0
343378,M,0.9625,40,0
343607,M,0.15,30,0
343617,M,0.0,40,0
343848,M,0.8125,20,0
343974,M,0.1125,40,0
344066,M,0.7875,50,0
344097,M,0.175,30,0
344234,M,0.3125,20,0
344348,M,0.0125,20,0
344425,M,0.225,20,0
344463,M,0.3625,20,0
344978,M,0.2,30,0
344991,M,0.175,20,0
345078,M,0.0875,30,0
345336,M,0.025,40,0
345388,M,0.5875,20,0
345429,M,0.3625,40,1
345455,M,0.025,20,0
345481,M,0.4,50,0
345803,M,0.6875,10,0
346137,M,0.5875,20,0
346176,M,0.225,30,0
346201,M,0.3625,40,0
346206,M,0.975,40,0
346340,M,0.15,30,0
346476,M,0.75,30,0
346477,M,0.2,30,0
346628,M,0.2125,10,0
346881,M,0.6625,30,1
346921,M,0.5,60,0
347007,M,0.425,40,0
347126,M,0.05,50,0
347260,M,1.0,20,0
347598,M,0.0125,20,0
348153,M,0.2125,40,0
348228,M,0.0625,50,0
348302,M,0.875,60,0
348413,M,0.0625,20,0
348466,M,0.0375,30,0
348535,M,0.7125,20,0
348721,M,0.7625,40,0
348788,M,0.3125,20,0
348821,M,0.525,40,0
348830,M,0.4375,20,0
348843,M,0.35,20,0
348911,M,0.4125,30,0
349015,M,0.05,30,0
349032,M,0.775,30,0
349088,M,0.2375,30,0
349129,M,0.0125,20,0
349131,M,0.9125,60,0
349390,M,0.7,50,0
349420,M,0.625,20,0
349504,M,0.7625,40,0
349515,M,0.775,50,0
349572,M,0.1625,40,0
350061,M,0.05,40,0
350069,M,0.775,50,0
350096,M,0.6625,20,0
350115,M,0.0375,50,0
350126,M,0.0,30,0
350199,M,0.725,40,0
350411,M,0.0,20,0
350490,M,0.225,40,0
350526,M,0.0875,30,0
350622,M,1.0,30,0
350626,M,0.225,30,0
350627,M,0.675,50,0
350691,M,0.0625,20,0
350874,M,0.8875,30,0
350882,M,0.95,50,0
350900,M,1.0,40,0
351039,M,0.55,20,0
351047,M,0.2,60,0
351092,M,0.65,20,0
351119,M,0.5375,40,0
351343,M,0.925,50,0
351593,M,0.625,30,0
351638,M,0.1625,30,0
351655,M,0.8,30,0
351678,M,0.375,20,0
351724,M,0.7875,50,0
352105,M,0.2375,40,0
352106,F,0.025,10,1
352168,M,0.7625,40,0
352184,M,1.0,30,0
352249,M,0.0125,40,0
352363,M,0.475,40,0
352397,M,0.9,40,0
352481,M,0.725,50,0
352499,M,0.1375,20,0
352725,M,0.0875,20,0
352758,M,0.325,40,0
352901,M,0.1625,30,0
352935,M,0.3375,50,0
352975,M,0.475,50,0
353064,M,0.0,20,0
353110,M,0.15,20,0
353285,M,0.2125,30,0
353354,M,0.2375,50,0
353380,M,0.025,30,0
353492,M,0.85,20,0
353552,M,0.325,20,0
353575,M,0.7125,30,0
353693,M,0.725,20,0
353724,M,0.925,40,0
353934,M,0.15,30,0
354072,M,0.4125,20,0
354177,M,1.0,40,0
354236,M,0.2,20,0
354276,M,0.0375,30,0
354411,M,0.7625,30,0
354417,M,0.15,40,0
354464,M,0.2,30,0
354496,M,0.7375,30,0
354550,M,0.8875,40,0
354600,M,0.8,30,0
354685,M,0.6125,30,0
354765,M,0.05,30,0
354820,M,0.225,50,0
354838,M,0.65,20,0
354855,M,0.45,20,0
354966,M,0.15,40,0
355017,M,0.0,20,0
355046,M,0.75,50,0
355059,M,0.1375,40,0
355072,M,0.8625,40,0
355125,M,0.325,20,0
355204,M,0.6875,20,0
355453,M,0.1375,30,0
355493,M,0.4875,20,0
355538,M,0.575,40,0
355680,M,0.725,50,0
355685,M,0.475,40,0
355741,M,0.0625,20,0
355823,M,0.0,20,1
355868,M,0.5375,60,0
355935,M,0.7375,30,0
355937,M,0.875,40,0
356055,M,0.0625,30,0
356277,M,1.0,50,0
356291,M,1.0,40,0
356298,M,0.6125,40,0
356309,M,0.3125,10,0
356435,M,0.6375,20,0
356522,M,0.35,40,0
356540,M,0.6625,20,0
356580,M,0.0,40,0
356693,M,0.2,30,0
356894,M,0.275,20,0
357008,M,0.0,20,0
357233,M,0.85,40,0
357237,M,0.3375,20,0
357395,M,0.875,40,0
357406,M,0.0125,30,0
357716,M,0.6625,30,0
358056,M,0.1,50,0
358120,M,0.9,20,0
358155,M,0.375,40,0
358196,M,0.1,30,0
358321,M,0.175,30,0
358348,M,0.025,20,0
358355,M,0.6375,30,0
358391,M,0.4625,30,0
358529,M,0.95,50,0
358591,M,0.0125,30,0
358645,M,0.2375,20,0
358652,M,0.0625,20,0
358660,M,0.0375,20,0
358686,M,0.7375,50,0
358757,M,0.15,40,0
358760,M,0.925,40,0
359041,M,0.5625,20,1
359065,M,0.2375,50,0
359101,M,0.45,20,0
359204,M,0.75,40,0
359209,M,0.1625,20,0
359266,M,0.2875,30,0
359271,M,0.9,50,0
359333,M,0.6125,50,0
359483,M,0.55,30,0
359494,M,0.6,30,0
359598,M,0.675,20,0
359647,M,0.6,40,0
359841,M,0.05,30,1
359906,M,0.5375,20,0
360111,M,0.0625,20,0
360172,M,0.2875,30,0
360245,M,0.9,40,0
360371,M,0.4375,40,0
360486,M,0.2375,30,0
360573,M,0.25,40,0
360621,M,0.6375,30,0
360668,M,0.125,30,0
360800,M,0.4625,30,0
360853,M,0.9125,20,0
360858,M,0.5875,30,0
360862,M,0.0,50,0
361139,M,0.9,70,0
361291,M,0.8,40,0
361297,M,0.0125,30,0
361350,M,0.025,30,0
361547,M,0.15,20,0
361631,M,0.1,30,0
361653,M,0.4,30,0
361910,M,0.2625,30,0
361975,M,0.0875,20,0
362026,M,0.55,40,0
362189,M,0.0,20,0
362220,M,0.125,10,1
362252,M,0.85,40,0
362256,M,0.9375,50,0
362266,M,0.6125,50,0
362278,M,0.325,40,0
362363,M,0.0125,50,0
362451,M,0.725,40,0
362506,M,0.075,30,0
362590,M,0.5625,40,0
362605,M,0.6375,30,0
362641,M,0.0,60,1
362719,M,0.05,20,0
362777,M,0.925,30,0
362827,M,0.85,20,0
362845,M,0.15,20,0
362848,M,0.875,40,0
362861,M,0.775,30,0
362965,M,0.3,20,0
363102,M,0.8375,30,0
363198,M,0.025,20,0
363338,M,0.85,40,0
363364,M,0.0875,10,1
363368,M,0.275,60,0
363371,M,0.6625,30,0
363383,M,1.0,30,0
363450,M,0.1875,20,0
363598,M,0.05,20,0
363599,M,0.7,40,0
363608,M,1.0,30,0
363687,M,0.0875,10,1
363751,M,0.9,30,0
364002,M,0.65,40,0
364113,M,0.375,30,1
364166,M,0.1375,20,0
364234,M,0.7125,50,0
364281,M,0.1875,20,0
364556,M,0.2375,30,0
364631,M,0.4,30,0
364684,M,0.2375,20,0
364688,M,0.05,30,0
364698,M,0.125,10,0
364702,M,0.7,20,0
364756,M,0.2375,10,0
364758,M,0.5875,30,0
364929,M,0.4,10,0
364957,M,0.3375,20,0
364982,M,0.7375,30,0
365101,M,0.5125,20,0
365229,M,0.575,20,0
365242,M,0.925,60,0
365244,M,0.975,20,0
365334,M,0.275,20,0
365361,M,0.4125,30,1
365504,M,0.5875,20,0
365533,M,0.2625,30,0
365769,M,0.075,30,0
365844,M,0.7375,30,0
365851,M,1.0,30,0
365938,F,0.0125,20,0
365979,M,0.15,30,0
366272,M,0.125,40,0
366308,M,0.9,30,0
366309,M,0.3875,30,0
366518,M,0.375,50,0
366628,M,0.7875,40,0
366752,M,0.1875,30,0
366888,M,0.95,30,0
367019,M,0.6125,50,0
367034,M,0.675,20,0
367145,M,0.7125,40,0
367405,M,0.2125,30,1
367481,M,0.675,30,0
367577,M,0.05,30,0
367626,M,0.9,60,0
368136,M,0.6125,50,0
368286,M,0.025,20,0
368371,M,0.2375,20,0
368579,M,0.5375,30,0
368584,M,0.6875,40,0
368624,M,0.0375,20,0
368643,M,0.425,30,0
368730,M,0.475,20,0
368750,M,0.0875,20,0
368769,M,0.75,30,0
368846,M,0.0625,40,0
368894,M,0.6375,30,0
369172,M,0.5,20,0
369190,M,0.675,30,0
369250,M,0.575,20,0
369253,M,0.0375,30,0
369270,M,0.4875,20,0
369300,M,0.75,40,0
369311,M,0.75,50,0
369353,M,0.0625,20,0
369420,M,0.0375,20,0
369454,M,0.2,20,0
369790,M,0.025,30,1
369818,M,0.0,30,0
369880,M,0.05,50,0
370030,M,0.0,30,0
370033,M,0.0625,40,0
370077,M,0.6875,30,0
370153,M,0.05,20,0
370505,M,0.05,20,0
370558,M,0.3875,50,0
370736,M,0.1125,20,0
371092,M,0.4125,30,0
371100,M,0.1625,40,0
371134,M,0.125,30,0
371155,M,0.0875,30,0
371171,M,0.0,30,0
371178,M,0.225,40,0
371288,M,0.7375,40,0
371302,M,0.6375,40,0
371389,M,0.025,30,0
371410,M,0.8,30,0
371457,M,0.2875,30,0
371499,M,0.525,30,0
371526,M,0.2125,30,0
371744,M,0.1125,20,0
371755,M,0.75,40,0
371860,M,0.0375,30,1
372067,M,0.2125,30,0
372194,M,0.3,60,0
372227,M,0.325,30,0
372329,M,0.2,30,0
372376,M,0.5,40,0
372414,M,0.6125,50,0
372461,M,0.025,20,0
372480,M,0.0375,20,0
372731,M,0.1125,30,0
372787,M,0.9125,40,0
373024,M,0.2125,30,0
373038,M,0.725,30,0
373146,M,0.3125,30,0
373230,M,0.225,30,0
373292,M,0.0,40,1
373316,M,0.025,30,0
373345,M,0.1375,40,0
373459,M,1.0,60,0
373657,M,0.0625,20,0
374069,M,0.225,30,0
374101,M,0.675,20,0
374142,M,0.5125,20,0
374160,M,0.2125,40,0
374237,M,0.4875,20,0
374240,M,0.8625,30,0
374333,M,0.0625,20,0
374491,M,0.125,20,0
374519,M,0.025,20,0
374571,M,0.3125,50,0
374595,M,0.3,30,0
374621,M,0.2625,30,0
374633,M,0.6375,50,0
374636,M,0.0875,20,0
374652,M,0.925,30,0
374671,M,0.0875,20,1
374755,M,0.95,40,0
374882,M,0.65,40,0
374968,M,0.75,20,0
375089,M,0.3,20,0
375217,M,0.5125,30,0
375238,M,0.1875,40,0
375261,M,0.05,20,0
375463,M,0.0125,30,0
375569,M,0.9375,30,0
375586,M,0.575,40,0
375634,M,0.475,20,0
375644,M,0.5625,50,0
375696,M,0.4875,30,0
375757,M,0.3625,30,0
375931,M,0.05,20,0
376081,M,0.675,30,0
376107,M,0.4375,40,0
376306,M,0.1125,40,0
376358,M,0.2,20,0
376369,M,0.4375,40,0
376393,M,0.025,40,0
376433,M,0.2,30,0
376487,M,0.35,20,0
376518,M,0.475,40,0
377034,M,0.8625,40,0
377119,M,0.0,20,0
377147,M,0.0375,30,0
377399,M,0.7125,40,0
377609,M,0.5375,20,0
377741,M,0.7875,20,0
377768,M,0.725,50,0
378148,M,0.1875,40,0
378326,M,1.0,30,0
378365,M,0.0125,40,1
378474,M,0.8625,50,0
378617,M,0.4625,40,0
378640,M,0.7625,50,0
378649,M,0.95,20,0
378656,M,0.1625,50,0
378851,M,0.1625,10,0
378991,M,0.1375,20,0
379164,M,0.0125,30,0
379260,M,1.0,40,0
379423,M,0.675,20,0
379516,M,0.2,30,0
379656,M,0.5875,40,0
379708,M,0.025,40,0
379826,M,0.275,20,0
379832,M,0.0,30,0
379890,M,0.0375,30,0
380028,M,0.6875,30,0
380048,M,0.6625,20,0
380079,M,0.75,40,1
380142,M,0.675,30,0
380177,M,0.8375,50,0
380241,M,0.25,40,1
380489,M,0.225,20,0
380812,M,0.0375,30,0
380841,M,0.5,40,0
380849,M,0.375,20,1
380995,M,0.7375,60,0
381046,M,0.225,20,0
381134,M,0.0375,40,0
381263,M,0.925,30,0
381321,M,0.0,10,0
381471,M,0.725,30,0
381492,M,0.7875,40,0
381514,M,0.025,20,0
381592,M,0.9625,30,0
381688,M,0.2375,30,0
381848,M,0.525,20,0
381862,M,0.5125,30,0
381930,M,1.0,20,0
382027,M,0.75,30,0
382072,M,0.775,30,0
382113,M,0.7625,50,0
382206,M,0.5,20,0
382316,M,0.025,20,0
382391,M,0.725,30,0
382481,M,0.25,40,0
382683,M,0.6375,30,0
383028,M,0.175,40,0
383083,M,0.3125,20,0
383164,M,0.2,30,0
383176,M,0.675,30,0
383210,M,0.2375,40,0
383231,M,0.025,10,0
383258,M,0.6375,50,0
383376,M,0.0,20,0
383431,M,0.4375,40,0
383440,M,0.075,40,0
383441,M,0.0,30,0
383522,M,0.0375,20,0
383711,M,0.675,30,0
383812,M,0.7125,10,0
383878,M,0.0875,30,0
383928,M,0.025,30,0
384029,M,0.85,50,0
384097,M,0.8875,40,0
384345,M,0.3875,20,0
384485,M,0.9,50,0
384496,M,0.0375,20,0
384714,M,0.325,50,0
385084,M,0.9,30,0
385185,M,0.0125,30,0
385307,M,0.9125,50,0
385383,M,0.0375,20,0
385411,M,0.925,50,0
385481,M,0.85,30,0
385553,M,0.35,20,0
385892,M,0.7875,40,0
385894,M,0.325,30,0
385937,M,0.275,30,0
386117,M,0.1625,60,0
386196,M,0.9125,20,0
386251,M,0.05,20,0
386586,M,0.625,30,0
386695,M,0.575,20,0
386721,M,0.175,40,0
386854,M,0.5125,20,0
387028,M,0.7375,20,0
387040,M,0.05,20,0
387048,M,0.05,40,0
387054,M,0.2625,40,0
387083,M,0.275,60,0
387172,M,0.075,40,0
387173,M,0.9,40,0
387203,M,0.5,60,0
387365,M,1.0,40,0
387376,M,0.7,20,0
387530,M,0.0625,30,1
387634,M,0.025,20,0
387802,M,0.1625,30,0
387807,M,0.3125,30,0
387884,M,0.4,20,0
388053,M,0.7625,30,0
388055,M,0.5875,40,0
388088,M,0.675,30,0
388180,M,0.5375,40,1
388225,M,0.575,40,0
388309,M,0.0875,40,0
388414,M,0.0125,40,0
388483,M,0.0125,20,0
388570,M,0.225,40,0
388641,M,0.0,50,0
388670,M,0.9625,50,0
388724,M,0.0125,20,0
389085,M,0.325,30,0
389175,M,0.35,30,0
389248,M,0.0625,20,0
389336,M,0.875,40,0
389337,M,0.55,30,0
389512,M,0.9,50,0
389540,M,0.0875,40,0
389584,M,0.3625,10,0
389650,M,0.05,20,0
389756,M,0.7875,70,0
389757,M,0.9,30,0
389922,M,0.6625,30,0
389951,M,0.325,40,0
389979,M,0.725,50,0
390145,M,0.6375,30,0
390153,M,0.4,30,0
390190,M,0.075,30,0
390214,M,0.3,50,0
390215,M,0.875,30,0
390221,M,0.9375,50,0
390398,M,0.5625,20,0
390443,M,0.525,40,0
390447,M,0.2125,30,0
390640,M,0.2375,20,0
390718,M,0.3375,20,0
390835,M,0.375,70,0
390925,M,0.0625,20,0
390961,M,0.8,30,0
391041,M,0.725,40,0
391064,M,0.1875,10,0
391232,M,0.1375,20,0
391246,M,0.425,20,0
391256,M,0.0875,40,0
391387,M,0.075,30,0
391399,M,0.5625,30,0
391480,M,0.5,20,0
391575,M,0.5375,20,0
391729,M,0.825,50,0
391737,M,0.05,60,0
391767,M,0.825,50,0
391801,M,0.5375,20,0
391961,M,0.1,20,0
392161,M,0.4875,20,0
392206,M,0.0,30,0
392209,M,0.4125,30,0
392381,M,0.325,40,0
392502,M,0.6625,20,0
392575,M,0.2625,30,0
392696,M,0.625,30,0
392762,M,0.75,30,0
392791,M,0.0375,30,0
392792,M,0.0,40,0
392877,M,0.6375,20,0
392883,M,1.0,20,0
392934,M,0.0,20,0
393367,M,0.125,30,0
393372,M,0.8375,30,0
393403,M,0.725,60,0
393418,M,0.4375,30,0
393537,M,0.6375,60,0
393640,M,0.35,20,0
393776,M,0.775,40,0
393830,M,0.05,20,1
393917,M,0.125,20,1
393987,M,0.175,10,0
394086,M,0.0625,20,0
394129,M,0.05,30,0
394185,M,0.7625,50,0
394207,M,0.575,30,0
394244,M,0.8125,30,0
394329,M,0.15,30,0
394409,M,0.725,40,0
394446,M,0.2,20,0
395007,M,0.4,30,0
395013,M,0.625,30,0
395024,M,0.0125,30,0
395083,M,0.825,20,0
395118,M,0.175,20,0
395451,M,0.075,20,0
395602,M,0.775,50,0
395697,M,0.75,40,0
395809,M,0.0625,20,0
395828,M,0.9,40,0
395971,M,0.2875,50,0
396011,M,0.9,50,0
396046,M,0.325,30,0
396055,M,0.0375,30,0
396083,M,0.6375,30,0
396110,M,0.0625,20,0
396170,M,0.775,40,0
396269,M,0.6625,40,0
396380,M,0.15,40,0
396583,M,0.5,30,0
396800,M,0.0,20,0
396846,M,0.05,10,0
396902,M,0.1375,30,0
397038,M,0.875,20,0
397076,M,0.7125,50,0
397201,M,0.5375,40,0
397261,M,0.9125,20,0
397301,M,0.675,20,0
397322,M,0.25,40,0
397351,M,0.0,30,1
397385,M,0.675,30,0
397509,M,0.8375,30,0
397692,M,0.5375,20,0
397858,M,0.6875,40,0
397866,M,0.675,40,0
397881,M,0.9,40,0
397911,M,0.0875,20,0
398008,M,0.5125,20,0
398044,M,0.0,20,0
398064,M,0.0625,20,0
398148,M,0.225,20,0
398184,M,0.3875,30,0
398202,M,0.7875,40,0
398260,M,0.7875,40,0
398303,M,0.0125,20,1
398347,M,0.9125,50,0
398421,M,0.9375,70,0
398438,M,0.75,30,0
398682,M,0.6625,40,0
398788,M,0.7625,40,0
398895,M,0.9375,40,0
398949,M,0.325,40,0
398976,M,0.9,20,0
399012,M,1.0,40,0
399114,M,0.025,40,1
399134,M,0.025,30,0
399147,M,1.0,30,0
399181,M,0.0,50,0
399293,M,0.05,30,0
399570,M,1.0,40,0
399670,M,0.2375,20,0
399672,M,0.35,20,0
399830,M,0.2875,20,1
399879,M,0.1,30,0
399947,M,0.9,60,0
400285,M,0.2,40,0
400415,M,0.7875,30,0
400570,M,0.15,40,0
400742,M,0.8,30,0
400823,M,1.0,30,0
400877,M,0.0125,10,0
400943,M,0.525,20,0
400973,M,0.425,30,0
400983,M,0.125,10,0
401135,M,0.3375,30,0
401206,M,0.675,30,0
401221,M,0.9,50,0
401262,M,0.675,20,0
401308,M,0.275,40,0
401318,M,0.6125,20,0
401447,M,0.15,50,0
401765,M,0.5375,20,0
401878,M,0.8375,20,0
402014,M,0.375,40,0
402144,M,0.175,30,1
402151,M,0.6375,10,1
402215,M,0.6375,30,0
402219,M,0.4875,40,0
402258,M,0.05,30,0
402310,M,0.4375,30,0
402329,M,0.0375,20,0
402555,M,0.2,30,0
402559,M,0.775,50,0
402585,M,0.2,30,0
402783,M,0.5125,20,0
402793,M,0.125,20,0
402840,M,0.1875,30,0
402938,M,0.7,30,0
403225,M,0.2875,30,0
403320,M,0.025,30,0
403332,M,0.175,20,0
403338,M,0.125,20,0
403453,M,0.3375,30,0
403860,M,0.125,50,0
403927,M,0.5125,30,0
404024,M,0.3,30,0
404067,M,0.6625,50,1
404087,M,0.5875,50,0
404122,M,0.8375,30,0
404142,M,0.4375,30,0
404180,M,1.0,30,0
404268,M,0.025,40,0
404384,M,0.7125,30,0
404730,M,0.675,40,0
404851,M,0.675,20,0
404924,M,0.725,40,0
404941,M,0.025,20,0
404989,M,0.85,40,0
405012,M,0.025,30,0
405107,M,0.0125,40,0
405188,M,0.0375,40,0
405277,M,0.0625,10,0
405364,M,0.2,20,0
405463,M,0.0875,30,0
405540,M,0.075,30,0
405541,M,0.0125,20,0
405588,M,0.2625,30,0
405645,M,0.0375,40,1
405778,M,0.0375,40,1
405852,M,0.0125,60,0
405945,M,0.6125,40,0
405968,M,0.05,20,0
406043,M,0.9,50,0
406047,M,0.0375,10,0
406383,M,0.5625,30,0
406530,M,0.525,30,0
406548,M,0.0375,20,0
406575,M,0.4875,30,0
406946,M,0.1125,40,0
407065,M,0.825,50,0
407086,M,0.5375,20,0
407256,M,0.2875,20,0
407381,M,0.275,20,0
407384,M,0.25,20,0
407388,M,0.45,50,0
407522,M,0.2,40,0
407536,M,0.2125,20,0
407638,M,0.575,20,0
407677,M,0.8375,50,0
407705,M,0.5,40,0
407858,M,0.0,20,1
407909,M,0.675,50,0
408009,M,0.4625,40,0
408090,M,0.0875,10,0
408138,M,0.175,20,0
408173,M,0.725,40,0
408187,M,0.825,40,0
408318,M,0.075,20,0
408357,M,0.8125,60,0
408432,M,0.55,40,0
408452,M,0.125,40,0
408476,M,0.85,40,0
408910,M,0.05,40,0
408926,M,0.1375,20,0
409111,M,0.6125,70,0
409243,M,0.0,30,0
409262,M,0.6,20,0
409306,M,0.0,30,0
409365,M,0.0375,30,0
409595,M,0.9,40,0
409661,M,0.925,30,1
409881,M,0.2625,20,0
409952,M,0.2,30,1
409960,M,0.7125,20,0
410185,M,0.4,20,0
410322,M,0.4875,30,0
410396,M,0.675,10,0
410788,M,0.9375,30,0
