day,time_ms,src,dst,relation
5,3751470,544390,2452848,5
5,3756543,544390,2112046,5
5,3766687,544390,229369,5
5,3771744,544390,2281264,5
5,3775813,544390,4629551,5
5,3782922,544390,5508112,5
5,3790017,544390,4786597,5
5,3795080,544390,1537714,5
5,3800160,544390,3797751,5
5,3806235,544390,2779859,5
5,3813334,544390,801132,5
5,3836703,544390,3839918,5
5,3842779,544390,108478,5
5,3864073,544390,2056926,5
5,3880314,544390,3341549,5
5,3887396,544390,4692238,5
5,3893478,544390,1512733,5
5,3898562,544390,3579103,5
5,3910744,544390,420764,5
5,3914812,544390,658313,5
5,3924939,544390,631089,5
5,3932089,544390,2951236,5
5,3939164,544390,5031562,5
5,3949333,544390,519996,5
5,3968609,544390,4979847,5
5,3975695,544390,881283,5
5,3987892,544390,458900,5
5,4000053,544390,184377,5
5,4007165,544390,1684097,5
5,4455645,544390,3031208,5
5,4469848,544390,5141115,5
5,4478997,544390,120688,5
5,4492197,544390,4607336,5
5,4496276,544390,4935062,5
5,4501334,544390,2918283,5
5,4507417,544390,3021641,5
5,4521585,544390,4140728,5
5,4527750,544390,2199727,5
5,4537839,544390,4102218,5
5,4542914,544390,405945,5
5,4547986,544390,4082600,5
5,4555092,544390,1394533,5
5,4559132,544390,4881274,5
5,4564210,544390,5526328,5
5,4576384,544390,4527742,5
5,4583483,544390,4115334,5
5,4596651,544390,4704024,5
5,4601722,544390,3496298,5
5,4606791,544390,4442431,5
5,4613900,544390,5197979,5
5,4643349,544390,3880700,5
5,4654455,544390,5025415,5
5,4658518,544390,1210006,5
5,4672704,544390,4974962,5
5,4678783,544390,1871376,5
5,4690958,544390,1281811,5
5,4696033,544390,1454706,5
5,4722407,544390,3233811,5
5,4729524,544390,3465823,5
5,4739665,544390,2994838,5
5,4753882,544390,2798292,5
5,4760976,544390,3069182,5
5,5128546,544390,39495,5
5,5138710,544390,426371,5
5,5145812,544390,5338152,5
5,5150888,544390,2423176,5
5,5155954,544390,3549412,5
5,5163070,544390,918882,5
5,5167108,544390,4872771,5
5,5173199,544390,2457720,5
5,5177263,544390,3069396,5
5,5193507,544390,4225705,5
5,5209759,544390,4548841,5
5,5214833,544390,4971910,5
5,5223997,544390,3434763,5
5,5230127,544390,1701676,5
5,5248391,544390,1268367,5
5,5253466,544390,3278615,5
5,5257516,544390,4668876,5
5,5262584,544390,1448707,5
5,5266678,544390,5029617,5
5,5270700,544390,2836172,5
5,5277818,544390,1486756,5
5,5289993,544390,3822830,5
5,5299127,544390,105955,5
5,5306232,544390,4142281,5
5,5310303,544390,1168984,5
5,5322474,544390,2333287,5
5,5329554,544390,25916,5
5,5354951,544390,3603861,5
5,5374217,544390,2861158,5
5,5381309,544390,352935,5
5,5393485,544390,1460297,5
5,5398550,544390,4811978,5
5,5405658,544390,5511575,5
5,5411759,544390,4004785,5
5,5421899,544390,1736685,5
5,5426001,544390,2655238,5
5,5432142,544390,4477627,5
5,5438160,544390,3915963,5
5,5447288,544390,1324819,5
5,5453375,544390,4784769,5
5,5458432,544390,867448,5
5,5466734,544390,2478319,5
5,5472658,544390,8988,5
5,5477725,544390,4285791,5
5,5848000,544390,5232149,5
5,5857081,544390,386695,5
5,5862150,544390,2253951,5
5,5890567,544390,5485176,5
5,5896631,544390,1804940,5
5,5906781,544390,4481255,5
5,5930095,544390,3794229,5
5,5944291,544390,3907166,5
5,5970683,544390,1394595,5
5,5979853,544390,3465806,5
5,5983914,544390,4585399,5
5,5990025,544390,3038846,5
5,5995080,544390,2425468,5
5,6002206,544390,1710913,5
5,6008275,544390,5086100,5
5,6016399,544390,1530579,5
5,6034665,544390,3397128,5
5,6054944,544390,4830805,5
5,6061020,544390,4756531,5
5,6066155,544390,942819,5
5,6080295,544390,2270258,5
5,6087392,544390,1986287,5
5,6091441,544390,2392508,5
5,6103626,544390,2594990,5
5,6109715,544390,3462254,5
5,6115795,544390,1408388,5
5,6153328,544390,5441055,5
5,6172620,544390,1320943,5
5,6177663,544390,3922088,5
5,6209965,544390,1644627,5
5,6214331,544390,2863141,5
5,6583778,544390,4046557,5
5,6592873,544390,4139439,5
5,6597936,544390,1952072,5
5,6605050,544390,4647475,5
5,6611146,544390,286468,5
5,6618246,544390,2575343,5
5,6631580,544390,4592553,5
5,6663978,544390,3318824,5
5,6703501,544390,2487581,5
5,6709590,544390,2043120,5
5,6720808,544390,2999002,5
5,6751249,544390,3515154,5
5,6755267,544390,2531090,5
5,6761365,544390,214980,5
5,6767463,544390,4721976,5
5,6773549,544390,2890041,5
5,6781660,544390,694298,5
5,6791832,544390,1688365,5
5,6798913,544390,1266003,5
5,6802965,544390,763051,5
5,6816164,544390,3256550,5
5,6822268,544390,68548,5
5,6827347,544390,1369982,5
5,6834480,544390,5148262,5
5,6839546,544390,5549516,5
5,7262818,544390,3569535,5
5,7274972,544390,1420828,5
5,7288174,544390,2909342,5
5,7300358,544390,5030381,5
5,7315547,544390,2568266,5
5,7349093,544390,2750702,5
5,7361292,544390,2476349,5
5,7367333,544390,4877594,5
5,7373414,544390,3884634,5
5,7378480,544390,2222872,5
5,7382555,544390,514183,5
5,7389644,544390,942269,5
5,7393692,544390,4225225,5
5,7399787,544390,5170760,5
5,7410959,544390,2091866,5
5,7415018,544390,1694633,5
5,7420082,544390,3389941,5
5,7431228,544390,3699517,5
5,7446478,544390,3025909,5
5,7453568,544390,4983266,5
5,7459677,544390,1452653,5
5,7484051,544390,3381590,5
5,7496177,544390,2263938,5
5,7502269,544390,1443917,5
5,7512424,544390,4501390,5
5,7516478,544390,217156,5
5,7937479,544390,3410243,5
5,7961815,544390,3136961,5
5,7966881,544390,3962998,5
5,7970943,544390,2949141,5
5,7977022,544390,1406608,5
5,7984147,544390,1242489,5
5,7988206,544390,776006,5
5,7992247,544390,4061531,5
5,7996300,544390,4803645,5
5,8006457,544390,2705751,5
5,8020665,544390,2650685,5
5,8025739,544390,3518670,5
5,8032860,544390,4851529,5
5,8043011,544390,1016562,5
5,8047048,544390,2871009,5
5,8053154,544390,3530213,5
5,8071435,544390,1824958,5
5,8080541,544390,3136118,5
5,8095761,544390,4846140,5
5,8107847,544390,2838426,5
5,8109979,544390,1620374,5
5,8118190,544390,5126176,5
5,8131384,544390,2298487,5
5,8136445,544390,4894911,5
5,8160817,544390,923766,5
5,8170948,544390,4385076,5
5,8591838,544390,2748779,5
5,8597880,544390,1203684,5
5,8615112,544390,143622,5
5,8645575,544390,2407192,5
5,8652685,544390,2096984,5
5,8663833,544390,2120721,5
5,8672976,544390,457934,5
5,8677016,544390,2141567,5
5,8682107,544390,5154822,5
5,8688168,544390,5082495,5
5,8699332,544390,2890109,5
5,8705418,544390,3772591,5
5,8717621,544390,4399537,5
5,8727854,544390,391737,5
5,8748034,544390,4797810,5
5,8753108,544390,455083,5
5,8760210,544390,964974,5
5,8764278,544390,3204942,5
5,8768322,544390,3079352,5
5,8775491,544390,754571,5
5,8779493,544390,4619426,5
5,9151977,544390,5214832,5
5,9165106,544390,3419706,5
5,9171213,544390,3075572,5
5,9177287,544390,3208865,5
5,9199614,544390,4975270,5
5,9206707,544390,3693281,5
5,9213800,544390,2593457,5
5,9225989,544390,2287703,5
5,9232058,544390,768324,5
5,9236101,544390,1200039,5
5,9250304,544390,4601689,5
5,9254360,544390,4709748,5
5,9261454,544390,609269,5
5,9265506,544390,4054063,5
5,9276673,544390,5525516,5
5,9284811,544390,4553892,5
5,9291888,544390,3899990,5
5,9295943,544390,253336,5
5,9320308,544390,594366,5
5,9325377,544390,24088,5
5,9332534,544390,391399,5
5,9347691,544390,5563994,5
5,9353787,544390,3090026,5
5,9370032,544390,5337887,5
5,9377130,544390,413237,5
5,9384236,544390,4734038,5
5,9389310,544390,5482161,5
5,9396433,544390,1953995,5
5,9406573,544390,4044180,5
5,9415706,544390,2482727,5
5,9421794,544390,3579540,5
5,9428899,544390,1997792,5
5,9437018,544390,871114,5
5,9870297,544390,4122534,5
5,9876402,544390,2814019,5
5,9884489,544390,2614491,5
5,9894847,544390,5127532,5
5,9901745,544390,807557,5
5,9905976,544390,5336086,5
5,9931210,544390,5187805,5
5,9942325,544390,769711,5
5,9948417,544390,5121208,5
5,9958554,544390,3908033,5
5,9970710,544390,4001001,5
5,9974773,544390,589784,5
5,9979842,544390,3637088,5
5,9983904,544390,615985,5
5,9987958,544390,5469242,5
5,9995051,544390,913646,5
5,10001144,544390,2702733,5
5,10009285,544390,1934785,5
5,10051926,544390,1645009,5
5,10055957,544390,961080,5
5,10072177,544390,4382459,5
5,10090432,544390,5181626,5
5,10095495,544390,5428190,5
5,10102603,544390,1072379,5
5,10106659,544390,3504946,5
5,10111723,544390,3062700,5
5,10116811,544390,1680822,5
5,10497297,544390,4700912,5
5,10504415,544390,3158000,5
5,10513547,544390,5225021,5
5,10527733,544390,953434,5
5,10539918,544390,2503170,5
5,10543960,544390,1812935,5
5,10551055,544390,4766625,5
5,10557140,544390,5341096,5
5,10563253,544390,2005798,5
5,10569304,544390,1848362,5
5,10574400,544390,1204944,5
5,10595681,544390,96455,5
5,10606864,544390,3965029,5
5,10629180,544390,5015672,5
5,10636275,544390,1392356,5
5,10641350,544390,19388,5
5,10659608,544390,4777945,5
5,10667716,544390,1222404,5
5,10673864,544390,1664537,5
5,10678914,544390,4293491,5
5,10698233,544390,3199367,5
5,10704356,544390,3489314,5
5,10709366,544390,788615,5
5,10727649,544390,800720,5
5,11027888,544390,4862637,5
5,11033979,544390,5091633,5
5,11040061,544390,3027614,5
5,11047159,544390,1071028,5
5,11060344,544390,4628903,5
5,11065440,544390,5379911,5
5,11070512,544390,3979133,5
5,11077611,544390,2787744,5
5,11100927,544390,3918206,5
5,11108084,544390,2081002,5
5,11114121,544390,2608779,5
5,11125318,544390,4638276,5
5,11132476,544390,2063890,5
5,11139572,544390,5573026,5
5,11152731,544390,3863563,5
5,11163885,544390,2828206,5
5,11169966,544390,2777444,5
5,11174074,544390,4716891,5
5,11179104,544390,47463,5
5,11184164,544390,1393200,5
5,79191233,544390,3157817,5
5,79196282,544390,3309534,5
5,79202381,544390,3287918,5
5,79221642,544390,5099592,5
5,79226703,544390,514474,5
5,79233863,544390,3584685,5
5,79238878,544390,1211731,5
5,79242936,544390,4912608,5
5,79259172,544390,1125577,5
5,79271340,544390,2170305,5
5,79277440,544390,4484074,5
5,79289614,544390,4926797,5
5,79293671,544390,335914,5
5,79299743,544390,3273334,5
5,79304812,544390,4086663,5
5,79311936,544390,379656,5
5,79317006,544390,4174297,5
5,79321088,544390,4623347,5
5,79325143,544390,1798740,5
5,79332248,544390,4617440,5
5,79346463,544390,1479610,5
5,79364719,544390,4404107,5
5,79382960,544390,2494617,5
5,79392093,544390,5248738,5
5,79397224,544390,2536949,5
5,79401224,544390,2123917,5
5,79649895,544390,3018379,5
5,79655970,544390,248011,5
5,79673219,544390,879372,5
5,79678329,544390,3391747,5
5,79683388,544390,970018,5
5,79689462,544390,1082663,5
5,79694536,544390,768539,5
5,79698570,544390,912334,5
5,79706702,544390,3704071,5
5,79710753,544390,3982415,5
5,79715814,544390,4047326,5
5,79722982,544390,384029,5
5,79735505,544390,2706554,5
5,79741624,544390,1984949,5
5,79758806,544390,4784553,5
5,79765576,544390,1002691,5
5,79771670,544390,4566391,5
5,79778777,544390,1350809,5
5,79788916,544390,5126113,5
5,79805128,544390,3468937,5
5,79810217,544390,3585456,5
5,79816303,544390,2243862,5
5,79820364,544390,2552210,5
5,79825439,544390,5961,5
5,79830517,544390,4818461,5
5,79839655,544390,3931572,5
5,79847777,544390,3081904,5
5,79851865,544390,3901250,5
5,79855918,544390,747794,5
5,79869152,544390,1573006,5
5,79874183,544390,1553865,5
5,79893414,544390,3427274,5
5,80258650,544390,3591428,5
5,80277953,544390,4023100,5
5,80281985,544390,5433684,5
5,80288078,544390,960315,5
5,80292153,544390,2895599,5
5,80305348,544390,2896047,5
5,80310412,544390,1472920,5
5,80317515,544390,2560038,5
5,80323607,544390,5281620,5
5,80332738,544390,1565094,5
5,80336807,544390,1689025,5
5,80346948,544390,3592057,5
5,80353025,544390,2000399,5
5,80360151,544390,2105712,5
5,80381425,544390,1733766,5
5,80389540,544390,3518993,5
5,80393590,544390,5317325,5
5,80403749,544390,1912389,5
5,80407788,544390,5559705,5
5,80418952,544390,4995490,5
5,80433148,544390,422306,5
5,80446345,544390,5535126,5
5,80457537,544390,347007,5
5,80480888,544390,3297385,5
5,80494001,544390,4833416,5
5,80497127,544390,3244312,5
5,80504201,544390,3009700,5
5,80526520,544390,3126739,5
5,80535664,544390,4805106,5
5,80541745,544390,2552572,5
5,80564098,544390,3964851,5
5,80571220,544390,1018738,5
5,80939468,544390,2597708,5
5,80953670,544390,2510568,5
5,80958746,544390,556002,5
5,80962820,544390,3090354,5
5,80968896,544390,5139914,5
5,80974973,544390,1014724,5
5,80981070,544390,3666713,5
5,80988167,544390,4115451,5
5,80993237,544390,2917542,5
5,80999339,544390,16091,5
5,81013542,544390,713245,5
5,81017621,544390,3778188,5
5,81022681,544390,2919595,5
5,81027767,544390,677837,5
5,81038948,544390,1195340,5
5,81042981,544390,4053837,5
5,81050095,544390,1651777,5
5,81065310,544390,4214570,5
5,81072432,544390,1387591,5
5,81081563,544390,2980393,5
5,81090669,544390,2132407,5
5,81095757,544390,5265106,5
5,81107941,544390,438432,5
5,81120106,544390,2978385,5
5,81442726,544390,3343244,5
5,81446783,544390,895069,5
5,81458954,544390,5598144,5
5,81462998,544390,2963661,5
5,81470110,544390,4313891,5
5,81474204,544390,5189086,5
5,81493418,544390,3317304,5
5,81497508,544390,2227969,5
5,81506625,544390,790889,5
5,81512707,544390,4694455,5
5,81520813,544390,998150,5
5,81540083,544390,3337428,5
5,81563461,544390,2120498,5
5,81583720,544390,5182104,5
5,81589832,544390,4306450,5
5,81595934,544390,919798,5
5,81603035,544390,495953,5
5,81607069,544390,5146322,5
5,81611124,544390,2110257,5
5,81618265,544390,1844877,5
5,81642583,544390,3414876,5
5,82084102,544390,2667098,5
5,82091182,544390,2691855,5
5,82100312,544390,1420099,5
5,82106411,544390,5184706,5
5,82112496,544390,3590070,5
5,82123649,544390,2597311,5
5,82128716,544390,1441751,5
5,82134804,544390,2071729,5
5,82140887,544390,4273712,5
5,82146979,544390,3550765,5
5,82152048,544390,2338248,5
5,82157117,544390,3740337,5
5,82162189,544390,1840291,5
5,82167263,544390,399830,5
5,82181458,544390,5329115,5
5,82194650,544390,2444429,5
5,82198744,544390,3222635,5
5,82204813,544390,4451682,5
5,82208888,544390,661634,5
5,82215978,544390,1338433,5
5,82231176,544390,3880308,5
5,82256593,544390,2533676,5
5,82266727,544390,5320392,5
5,82280925,544390,4212446,5
5,82287022,544390,1175126,5
5,82310333,544390,2367443,5
5,82314400,544390,2629342,5
5,82320528,544390,4595577,5
5,82327599,544390,3411474,5
5,82339792,544390,942503,5
5,82343841,544390,3305871,5
5,82351965,544390,505922,5
5,82366165,544390,1449939,5
5,82379411,544390,4848874,5
5,82401719,544390,3255858,5
5,82413933,544390,1121367,5
5,82419982,544390,628407,5
5,82426074,544390,5591469,5
5,82432170,544390,5027893,5
5,82439246,544390,4393611,5
5,82443308,544390,822081,5
5,82452477,544390,5187463,5
5,82483901,544390,519241,5
5,82789263,544390,3631388,5
5,82795355,544390,2050281,5
5,82801449,544390,303774,5
5,82815647,544390,2034646,5
5,82820754,544390,4985053,5
5,82824779,544390,4574474,5
5,82829843,544390,5454759,5
5,82834908,544390,3699535,5
5,82839984,544390,3477210,5
5,82848124,544390,3177023,5
5,82855210,544390,2623835,5
5,82865505,544390,1627854,5
5,82873453,544390,2717134,5
5,82884634,544390,4375416,5
5,82891720,544390,191166,5
5,82896805,544390,3348206,5
5,82903895,544390,3573063,5
5,82910975,544390,4831480,5
5,82917071,544390,3702239,5
5,82926200,544390,5022152,5
5,82936338,544390,5015092,5
5,82948510,544390,195779,5
5,82956666,544390,4764779,5
5,82964755,544390,351655,5
5,82971837,544390,4788705,5
5,82978948,544390,2815918,5
5,82984013,544390,5176512,5
5,82993132,544390,303072,5
5,83005307,544390,5260105,5
5,83012407,544390,3292691,5
5,83038810,544390,3231853,5
5,83044906,544390,4514031,5
5,83058058,544390,3367468,5
5,83062158,544390,640076,5
5,83302562,544390,2607709,5
5,83306618,544390,387634,5
5,83310659,544390,3527457,5
5,83315736,544390,3642148,5
5,83327926,544390,5098757,5
5,83334005,544390,950623,5
5,83342121,544390,2646277,5
5,83349202,544390,3349291,5
5,83355296,544390,4566487,5
5,83362414,544390,3753539,5
5,83366444,544390,4398043,5
5,83370505,544390,4017357,5
5,83375576,544390,482422,5
5,83380644,544390,1315978,5
5,83385725,544390,5239743,5
5,83391802,544390,4502277,5
5,83395894,544390,284624,5
5,83401931,544390,4572975,5
5,83407032,544390,536066,5
5,83413101,544390,4074239,5
5,83429342,544390,2674371,5
5,83441513,544390,3090717,5
5,83447574,544390,2087070,5
5,83451700,544390,4343001,5
5,83465941,544390,2249156,5
5,83483178,544390,18677,5
5,83489275,544390,4410013,5
5,83493308,544390,64214,5
5,83500406,544390,5493972,5
5,83507528,544390,5031805,5
5,83517659,544390,2560499,5
5,83524761,544390,1644270,5
5,83539976,544390,4922536,5
5,83545072,544390,3343727,5
5,83550123,544390,2095535,5
5,83554178,544390,2665823,5
5,83561278,544390,2359720,5
5,83574454,544390,5177855,5
5,83831162,544390,877186,5
5,83856515,544390,2588297,5
5,83863611,544390,3629168,5
5,83868689,544390,2957283,5
5,83878828,544390,4105491,5
5,83894075,544390,1748187,5
5,83900158,544390,3840423,5
5,83912320,544390,2754650,5
5,83919434,544390,2890090,5
5,83925606,544390,5386441,5
5,83936666,544390,4869511,5
5,83943768,544390,4003176,5
5,83948833,544390,2900852,5
5,83955936,544390,71158,5
5,83963087,544390,2846128,5
5,83970131,544390,5484770,5
5,83995500,544390,4817190,5
5,84002593,544390,2606880,5
5,84014763,544390,108539,5
5,84043148,544390,5493993,5
5,84049248,544390,2590071,5
5,84415469,544390,338240,5
5,84420530,544390,3159746,5
5,84432678,544390,2788163,5
5,84441810,544390,4213540,5
5,84451971,544390,1646938,5
5,84473269,544390,1280924,5
5,84480344,544390,3357684,5
5,84486425,544390,3459819,5
5,84498599,544390,3426999,5
5,84508740,544390,4126941,5
5,84520915,544390,5101978,5
5,84527000,544390,1189367,5
5,84538159,544390,3047639,5
5,84566571,544390,1700352,5
5,84585842,544390,2055987,5
5,84601108,544390,2088463,5
5,84627466,544390,3331049,5
5,84639669,544390,4119938,5
5,84651829,544390,368136,5
5,84668281,544390,4025680,5
5,84673118,544390,3493330,5
5,84679662,544390,1251027,5
5,84685280,544390,725473,5
5,84693406,544390,1777169,5
5,84697443,544390,3722977,5
5,85123879,544390,1229440,5
5,85139085,544390,3579558,5
5,85144150,544390,5312617,5
5,85155305,544390,3711025,5
5,85159361,544390,605582,5
5,85163435,544390,1002707,5
5,85178661,544390,1113471,5
5,85183720,544390,4443456,5
5,85194870,544390,3795288,5
5,85202992,544390,672615,5
5,85221254,544390,5508082,5
5,85227312,544390,425612,5
5,85256713,544390,1650303,5
5,85262803,544390,1247842,5
5,85267903,544390,2996658,5
5,85272971,544390,990779,5
5,85278047,544390,2415483,5
5,85297309,544390,1731476,5
5,85304416,544390,4015267,5
5,85308463,544390,3042917,5
5,85314546,544390,3710959,5
5,85321652,544390,14320,5
5,85336859,544390,1884557,5
5,85348029,544390,197981,5
5,85353097,544390,5292018,5
5,85364492,544390,711288,5
5,85368330,544390,252436,5
5,85383526,544390,338608,5
5,85401803,544390,3194698,5
5,85407899,544390,3985621,5
5,85412999,544390,3029488,5
5,85833046,544390,1686371,5
5,85837048,544390,4413596,5
5,85843160,544390,1147071,5
5,85871580,544390,1124411,5
5,85882748,544390,5268769,5
5,85889855,544390,4892706,5
5,85896956,544390,4929576,5
5,85908123,544390,3650322,5
5,85912185,544390,2524319,5
5,85930441,544390,3212650,5
5,85936525,544390,3102067,5
5,85943609,544390,2665423,5
5,85950732,544390,5304467,5
5,85959849,544390,2515022,5
5,85966938,544390,3055312,5
5,85985203,544390,4412680,5
5,86011569,544390,11346,5
5,86015643,544390,3194833,5
5,86019683,544390,5507281,5
5,86030864,544390,5373129,5
5,86060320,544390,3910724,5
5,86067424,544390,4630279,5
6,27631,544390,4934367,5
6,46894,544390,2881588,5
6,52983,544390,3064419,5
6,65153,544390,646881,5
6,69242,544390,3104117,5
6,81395,544390,2694195,5
6,86463,544390,1270446,5
6,90531,544390,4638431,5
6,96598,544390,2976537,5
6,106765,544390,5390918,5
6,110820,544390,1740628,5
6,116902,544390,4832162,5
6,127046,544390,4222827,5
6,132133,544390,4806448,5
6,144305,544390,1467968,5
6,150412,544390,4749661,5
6,155446,544390,4391354,5
6,160545,544390,4438898,5
6,164584,544390,786074,5
6,176770,544390,49950,5
6,187917,544390,3580859,5
6,195026,544390,5283555,5
6,201131,544390,110241,5
6,211271,544390,3631257,5
6,216341,544390,2725734,5
6,221422,544390,4213338,5
6,226495,544390,5075033,5
6,236628,544390,3713815,5
6,242722,544390,3394745,5
6,254881,544390,571226,5
6,261017,544390,2749812,5
6,267103,544390,2912945,5
6,272180,544390,2191226,5
6,285355,544390,4548563,5
6,290427,544390,3565920,5
6,295516,544390,2035555,5
6,301574,544390,2824511,5
6,305661,544390,5308400,5
6,313820,544390,4408909,5
6,317854,544390,2814839,5
6,569529,544390,3700352,5
6,573607,544390,4124762,5
6,578671,544390,2351620,5
6,585765,544390,4358449,5
6,596935,544390,3559997,5
6,622323,544390,1322820,5
6,646685,544390,3258229,5
6,659854,544390,4764769,5
6,665981,544390,5496746,5
6,672042,544390,1063668,5
6,692340,544390,3606889,5
6,703511,544390,3685019,5
6,708598,544390,5046332,5
6,713667,544390,4430895,5
6,717722,544390,718469,5
6,721783,544390,2605898,5
6,738085,544390,2223328,5
6,742104,544390,4601664,5
6,752251,544390,1039250,5
6,759360,544390,2382412,5
6,773570,544390,4685771,5
6,780705,544390,724558,5
6,794861,544390,4040477,5
6,808049,544390,4859275,5
6,818183,544390,2861042,5
6,827307,544390,1648903,5
6,846585,544390,4709733,5
6,856733,544390,2562904,5
6,868910,544390,5445856,5
6,872982,544390,2674472,5
6,879055,544390,602522,5
6,886154,544390,4751004,5
6,892231,544390,4199283,5
6,898324,544390,2333515,5
6,1322549,544390,1495520,5
6,1335706,544390,3193619,5
6,1340783,544390,3303185,5
6,1346855,544390,5364137,5
6,1351934,544390,1331087,5
6,1364118,544390,4242204,5
6,1368187,544390,5161069,5
6,1374259,544390,2826875,5
6,1378334,544390,3514230,5
6,1385416,544390,3654486,5
6,1393591,544390,1887838,5
6,1411806,544390,1337047,5
6,1418904,544390,2861670,5
6,1436179,544390,72284,5
6,1440242,544390,768922,5
6,1456489,544390,2830987,5
6,1462587,544390,3227441,5
6,1475781,544390,3702559,5
6,1482875,544390,771030,5
6,1487945,544390,1837884,5
6,1498080,544390,214136,5
6,1502144,544390,1635877,5
6,1508227,544390,487867,5
6,1514300,544390,359841,5
6,1521414,544390,4413615,5
6,1533588,544390,3515398,5
6,1539672,544390,3995443,5
6,1544738,544390,3328599,5
6,1550835,544390,1121668,5
6,1563036,544390,5045513,5
6,1570145,544390,2318757,5
6,1575215,544390,4837160,5
6,1586396,544390,2671379,5
6,1592472,544390,1637279,5
6,1597543,544390,2745242,5
6,1604630,544390,4590908,5
6,1614781,544390,549133,5
6,1618827,544390,966656,5
6,1623919,544390,1042632,5
6,1638117,544390,3004346,5
6,1642174,544390,871119,5
6,2069552,544390,716044,5
6,2082762,544390,4180007,5
6,2086821,544390,4186130,5
6,2093947,544390,1223751,5
6,2099010,544390,5050539,5
6,2104086,544390,234574,5
6,2116316,544390,1873859,5
6,2121369,544390,4544837,5
6,2125420,544390,2182777,5
6,2129500,544390,333180,5
6,2134585,544390,2976845,5
6,2148784,544390,1828902,5
6,2152858,544390,4578197,5
6,2168075,544390,1671108,5
6,2184320,544390,5289453,5
6,2190423,544390,4053319,5
6,2194481,544390,2688994,5
6,2204645,544390,3312751,5
6,2208708,544390,4945019,5
6,2215805,544390,2283804,5
6,2220872,544390,237190,5
6,2238105,544390,1319826,5
6,2252310,544390,2436820,5
6,2263499,544390,884828,5
6,2276672,544390,4089738,5
6,2281739,544390,1441167,5
6,2527347,544390,3383607,5
6,2532380,544390,1064559,5
6,2548626,544390,3162201,5
6,2562823,544390,4365229,5
6,2571952,544390,1449658,5
6,2578036,544390,385892,5
6,2591216,544390,3662444,5
6,2595301,544390,532847,5
6,2606447,544390,1188417,5
6,2613568,544390,304714,5
6,2619664,544390,3338861,5
6,2626755,544390,4375435,5
6,2642978,544390,5544834,5
6,2655150,544390,3152861,5
6,2666323,544390,1197847,5
6,2673433,544390,2742628,5
6,2679523,544390,3398707,5
6,2686664,544390,4126588,5
6,2692705,544390,5119744,5
6,2704881,544390,2225603,5
6,2731275,544390,226474,5
6,2738389,544390,5516905,5
6,2742433,544390,5390300,5
6,2760694,544390,2869590,5
6,2765748,544390,2475493,5
6,2771840,544390,1292538,5
6,2794177,544390,4153148,5
6,2798219,544390,3424181,5
6,2805323,544390,5301612,5
6,2811399,544390,3475154,5
6,2823610,544390,252580,5
6,2829702,544390,4030525,5
6,2842888,544390,1100508,5
6,2855052,544390,4665167,5
6,2864385,544390,2411088,5
6,2868297,544390,5545644,5
6,2875353,544390,3277505,5
6,2881468,544390,490986,5
6,2888550,544390,2981521,5
6,2894644,544390,2201232,5
6,2906806,544390,3505144,5
6,2912889,544390,4060158,5
6,3168658,544390,4363771,5
6,3172673,544390,863248,5
6,3179772,544390,2698572,5
6,3183814,544390,3311244,5
6,3194999,544390,115637,5
6,3202094,544390,5025211,5
6,3207165,544390,4148322,5
6,3219341,544390,1512477,5
6,3224419,544390,3319654,5
6,3229486,544390,3052596,5
6,3236607,544390,2648290,5
6,3243710,544390,2274426,5
6,3256893,544390,1367134,5
6,3274129,544390,2142808,5
6,3286320,544390,4751740,5
6,3290383,544390,3257089,5
6,3294453,544390,3539813,5
6,3303599,544390,944939,5
6,3314759,544390,2839075,5
6,3326941,544390,5060236,5
6,3344194,544390,835561,5
6,3355393,544390,5555255,5
6,3361470,544390,1653406,5
6,3367565,544390,1838469,5
6,3371618,544390,3639268,5
6,3796889,544390,1863694,5
6,3802953,544390,3052494,5
6,3810051,544390,310464,5
6,3817157,544390,3625673,5
6,3824257,544390,2735929,5
6,3834402,544390,3890204,5
6,3838446,544390,518797,5
6,3847578,544390,1629755,5
6,3858743,544390,3214234,5
6,3865840,544390,1716923,5
6,3879103,544390,3653843,5
6,3885180,544390,2596920,5
6,3891290,544390,4319087,5
6,3901448,544390,87927,5
6,3919709,544390,963856,5
6,3924802,544390,2861848,5
6,3932930,544390,4943076,5
6,3948133,544390,774620,5
6,3978620,544390,3521840,5
6,3982682,544390,1628955,5
6,3986743,544390,2876569,5
6,3991801,544390,123021,5
6,3996879,544390,5411000,5
6,4036434,544390,4942091,5
6,4046585,544390,2370607,5
6,4053709,544390,714073,5
6,4060794,544390,1551788,5
6,4066885,544390,1064585,5
6,4072965,544390,768715,5
6,4101358,544390,1506758,5
6,4121657,544390,2533571,5
6,4125740,544390,2474816,5
6,4377452,544390,2439155,5
6,4385560,544390,3532255,5
6,4391636,544390,925758,5
6,4398743,544390,5256788,5
6,4404828,544390,5457113,5
6,4420067,544390,4169063,5
6,4431228,544390,1692966,5
6,4439345,544390,3011870,5
6,4445426,544390,2245865,5
6,4450492,544390,955225,5
6,4455550,544390,1889755,5
6,4460633,544390,1332440,5
6,4466731,544390,3662088,5
6,4471779,544390,5416028,5
6,4476848,544390,2495519,5
6,4480924,544390,1893318,5
6,4485990,544390,3351130,5
6,4490052,544390,1298047,5
6,4495116,544390,5575377,5
